timestamp,elapsed_s,channel,channel_name,phase,target_value,max_abs_current_ma,max_abs_current_channel,max_abs_current_channel_name,max_temp_c,cmd_0_thumb_abd,pos_0_thumb_abd,curr_ma_0_thumb_abd,temp_c_0_thumb_abd,cmd_1_thumb_flex,pos_1_thumb_flex,curr_ma_1_thumb_flex,temp_c_1_thumb_flex,cmd_2_thumb_tendon,pos_2_thumb_tendon,curr_ma_2_thumb_tendon,temp_c_2_thumb_tendon,cmd_3_index,pos_3_index,curr_ma_3_index,temp_c_3_index,cmd_4_middle,pos_4_middle,curr_ma_4_middle,temp_c_4_middle,cmd_5_ring,pos_5_ring,curr_ma_5_ring,temp_c_5_ring,cmd_6_pinky,pos_6_pinky,curr_ma_6_pinky,temp_c_6_pinky
2026-06-16T11:41:58.823,1.9612105410196818,4,middle,hold,0.0,767.0,1,thumb_flex,49.0,0.014053559166857405,0.016693369954985885,-136.5,41.0,0.0,0.0,767.0,49.0,0.00032043945983062307,0.00032043945983062307,65.0,42.0,0.0,0.0,338.0,46.0,0.0,0.000289921416037232,6.5,43.0,0.0,0.0,45.5,39.0,0.0,0.0,357.5,45.0
2026-06-16T11:41:59.334,2.4727860830025747,4,middle,hold,0.05,773.5,1,thumb_flex,49.0,0.014053559166857405,0.016693369954985885,-149.5,41.0,0.0,0.0,773.5,49.0,0.00032043945983062307,0.00032043945983062307,84.5,42.0,0.0,0.0,331.5,46.0,0.05,0.04635690852216373,331.5,43.0,0.0,0.0,45.5,39.0,0.0,0.0,305.5,45.0
2026-06-16T11:41:59.852,2.9904730829875916,4,middle,hold,0.1,760.5,1,thumb_flex,49.0,0.014053559166857405,0.016693369954985885,-149.5,41.0,0.0,0.0,760.5,49.0,0.00032043945983062307,0.00032043945983062307,52.0,42.0,0.0,0.0,331.5,46.0,0.1,0.09578088044556345,507.0,43.0,0.0,0.0,39.0,39.0,0.0,0.0,364.0,45.0
2026-06-16T11:42:00.369,3.5075274580158293,4,middle,hold,0.15,767.0,1,thumb_flex,49.0,0.014053559166857405,0.016693369954985885,-136.5,41.0,0.0,0.0,767.0,49.0,0.00032043945983062307,0.00032043945983062307,65.0,42.0,0.0,0.0,344.5,46.0,0.15,0.1445944914930953,630.5,43.0,0.0,0.0,32.5,39.0,0.0,0.0,338.0,45.0
2026-06-16T11:42:00.885,4.023052208009176,4,middle,hold,0.2,780.0,1,thumb_flex,49.0,0.014053559166857405,0.016693369954985885,-110.5,41.0,0.0,0.0,780.0,49.0,0.00032043945983062307,0.00032043945983062307,71.5,42.0,0.0,0.0,331.5,46.0,0.2,0.194018463416495,702.0,43.0,0.0,0.0,52.0,39.0,0.0,0.0,338.0,45.0
2026-06-16T11:42:01.403,4.540981333004311,4,middle,hold,0.25,884.0,4,middle,49.0,0.014053559166857405,0.016693369954985885,-136.5,41.0,0.0,0.0,754.0,49.0,0.00032043945983062307,0.00032043945983062307,71.5,42.0,0.0,0.0,318.5,46.0,0.25,0.24312199588006408,884.0,43.0,0.0,0.0,58.5,39.0,0.0,0.0,305.5,45.0
2026-06-16T11:42:01.912,5.050821290991735,4,middle,hold,0.3,825.5,4,middle,49.0,0.014053559166857405,0.016693369954985885,-123.5,41.0,0.0,0.0,780.0,49.0,0.00032043945983062307,0.00032043945983062307,58.5,42.0,0.0,0.0,325.0,46.0,0.3,0.2934615091172656,825.5,43.0,0.0,0.0,32.5,39.0,0.0,0.0,344.5,45.0
2026-06-16T11:42:02.433,5.571105999988504,4,middle,hold,0.35,877.5,4,middle,49.0,0.014053559166857405,0.016693369954985885,-130.0,41.0,0.0,0.0,767.0,49.0,0.00032043945983062307,0.00032043945983062307,58.5,42.0,0.0,0.0,331.5,46.0,0.35,0.3431906614785992,877.5,43.0,0.0,0.0,32.5,39.0,0.0,0.0,351.0,45.0
2026-06-16T11:42:02.947,6.085358583019115,4,middle,hold,0.4,838.5,4,middle,49.0,0.014053559166857405,0.016693369954985885,-117.0,41.0,0.0,0.0,760.5,49.0,0.00032043945983062307,0.00032043945983062307,71.5,42.0,0.0,0.0,325.0,46.0,0.4,0.3935301747158007,838.5,43.0,0.0,0.0,19.5,39.0,0.0,0.0,344.5,45.0
2026-06-16T11:42:03.464,6.602833250013646,4,middle,hold,0.45,767.0,1,thumb_flex,49.0,0.014053559166857405,0.016693369954985885,-117.0,41.0,0.0,0.0,767.0,49.0,0.00032043945983062307,0.00032043945983062307,58.5,42.0,0.0,0.0,325.0,46.0,0.45,0.4441596093690394,695.5,43.0,0.0,0.0,26.0,39.0,0.0,0.0,364.0,45.0
2026-06-16T11:42:03.979,7.117389457998797,4,middle,hold,0.5,890.5,4,middle,49.0,0.014053559166857405,0.016693369954985885,-104.0,41.0,0.0,0.0,767.0,49.0,0.00032043945983062307,0.00032043945983062307,65.0,42.0,0.0,0.0,331.5,46.0,0.5,0.4929732204165713,890.5,43.0,0.0,0.0,32.5,39.0,0.0,0.0,312.0,45.0
2026-06-16T11:42:04.490,7.628803291008808,4,middle,hold,0.55,949.0,4,middle,49.0,0.014053559166857405,0.016693369954985885,-123.5,41.0,0.0,0.0,773.5,49.0,0.00032043945983062307,0.00032043945983062307,71.5,42.0,0.0,0.0,351.0,46.0,0.55,0.542397192339971,949.0,43.0,0.0,0.0,32.5,39.0,0.0,0.0,318.5,45.0
2026-06-16T11:42:05.011,8.149462833011057,4,middle,hold,0.6,1144.0,4,middle,49.0,0.014053559166857405,0.016693369954985885,-123.5,41.0,0.0,0.0,760.5,49.0,0.00032043945983062307,0.00032043945983062307,78.0,42.0,0.0,0.0,312.0,46.0,0.6,0.5912108033875029,1144.0,43.0,0.0,0.0,19.5,39.0,0.0,0.0,299.0,45.0
2026-06-16T11:42:05.529,8.667301082983613,4,middle,hold,0.65,1183.0,4,middle,49.0,0.014053559166857405,0.016693369954985885,-149.5,41.0,0.0,0.0,773.5,49.0,0.00032043945983062307,0.00032043945983062307,78.0,42.0,0.0,0.0,351.0,46.0,0.65,0.6409246967269399,1183.0,44.0,0.0,0.0,26.0,39.0,0.0,0.0,331.5,45.0
2026-06-16T11:42:06.051,9.189451833022758,4,middle,hold,0.7,1248.0,4,middle,49.0,0.014053559166857405,0.016693369954985885,-136.5,41.0,0.0,0.0,760.5,49.0,0.00032043945983062307,0.00032043945983062307,84.5,42.0,0.0,0.0,325.0,46.0,0.7,0.6906538490882734,1248.0,44.0,0.0,0.0,65.0,39.0,0.0,0.0,305.5,45.0
