timestamp,elapsed_s,movement,phase,pose_scale,max_abs_current_ma,max_abs_current_channel,max_abs_current_channel_name,max_temp_c,cmd_0_thumb_abd,pos_0_thumb_abd,curr_ma_0_thumb_abd,curr_raw_0_thumb_abd,temp_c_0_thumb_abd,cmd_1_thumb_flex,pos_1_thumb_flex,curr_ma_1_thumb_flex,curr_raw_1_thumb_flex,temp_c_1_thumb_flex,cmd_2_thumb_tendon,pos_2_thumb_tendon,curr_ma_2_thumb_tendon,curr_raw_2_thumb_tendon,temp_c_2_thumb_tendon,cmd_3_index,pos_3_index,curr_ma_3_index,curr_raw_3_index,temp_c_3_index,cmd_4_middle,pos_4_middle,curr_ma_4_middle,curr_raw_4_middle,temp_c_4_middle,cmd_5_ring,pos_5_ring,curr_ma_5_ring,curr_raw_5_ring,temp_c_5_ring,cmd_6_pinky,pos_6_pinky,curr_ma_6_pinky,curr_raw_6_pinky,temp_c_6_pinky
2026-06-10T11:54:30.804,2.8121011250041192,hold_pinkie,ramp,1.0,1443.0,1,thumb_flex,33.0,100.0,0.992965590905623,260.0,40.0,33.0,35.0,0.7058213168535897,1443.0,222.0,32.0,23.0,0.3358968490119783,-507.0,-78.0,32.0,0.0,0.0,97.5,15.0,30.0,0.0,0.0,26.0,4.0,30.0,0.0,0.0,6.5,1.0,31.0,50.0,0.5478904402227818,1001.0,154.0,31.0
2026-06-10T11:54:30.910,2.918498790997546,hold_pinkie,hold,1.0,1449.5,1,thumb_flex,32.0,100.0,0.992965590905623,247.0,38.0,32.0,35.0,0.7058213168535897,1449.5,223.0,32.0,23.0,0.3358968490119783,-520.0,-80.0,32.0,0.0,0.0,136.5,21.0,30.0,0.0,0.0,19.5,3.0,30.0,0.0,0.0,0.0,0.0,31.0,50.0,0.5478904402227818,1007.5,155.0,31.0
2026-06-10T11:54:31.017,3.025582625006791,hold_pinkie,hold,1.0,1449.5,1,thumb_flex,33.0,100.0,0.992965590905623,247.0,38.0,33.0,35.0,0.7058213168535897,1449.5,223.0,32.0,23.0,0.3358968490119783,-481.0,-74.0,32.0,0.0,0.0,97.5,15.0,30.0,0.0,0.0,26.0,4.0,30.0,0.0,0.0,26.0,4.0,31.0,50.0,0.5478904402227818,1001.0,154.0,31.0
2026-06-10T11:54:31.124,3.1323526250052964,hold_pinkie,hold,1.0,1469.0,1,thumb_flex,33.0,100.0,0.992965590905623,253.5,39.0,33.0,35.0,0.7058213168535897,1469.0,226.0,32.0,23.0,0.3358968490119783,-526.5,-81.0,32.0,0.0,0.0,84.5,13.0,30.0,0.0,0.0,6.5,1.0,30.0,0.0,0.0,45.5,7.0,31.0,50.0,0.5478904402227818,975.0,150.0,31.0
2026-06-10T11:54:31.228,3.2366379580053035,hold_pinkie,hold,1.0,1404.0,1,thumb_flex,33.0,100.0,0.992965590905623,247.0,38.0,33.0,35.0,0.7058213168535897,1404.0,216.0,32.0,23.0,0.3358968490119783,-487.5,-75.0,32.0,0.0,0.0,78.0,12.0,30.0,0.0,0.0,45.5,7.0,30.0,0.0,0.0,0.0,0.0,31.0,50.0,0.5478904402227818,1001.0,154.0,31.0
2026-06-10T11:54:31.329,3.3373512499965727,touch_ring,ramp,1.0,1417.0,1,thumb_flex,33.0,100.0,0.992965590905623,234.0,36.0,33.0,36.23529411764706,0.7159685664148928,1417.0,218.0,32.0,23.0,0.3358968490119783,-318.5,-49.0,32.0,0.0,0.0,117.0,18.0,30.0,0.0,0.0,71.5,11.0,30.0,9.176470588235295,0.06344701304646372,123.5,19.0,31.0,41.17647058823529,0.49144731822690163,234.0,36.0,32.0
2026-06-10T11:54:31.428,3.4358065410051495,touch_ring,ramp,1.0,1553.5,1,thumb_flex,33.0,100.0,0.992965590905623,227.5,35.0,33.0,37.470588235294116,0.7337148088807507,1553.5,239.0,32.0,23.0,0.3358968490119783,-214.5,-33.0,32.0,0.0,0.0,143.0,22.0,30.0,0.0,0.0,58.5,9.0,30.0,18.35294117647059,0.1702143892576486,-52.0,-8.0,31.0,32.35294117647059,0.3865110246433204,845.0,130.0,32.0
2026-06-10T11:54:31.527,3.535467082998366,touch_ring,ramp,1.0,1137.5,1,thumb_flex,33.0,100.0,0.992965590905623,279.5,43.0,33.0,38.705882352941174,0.7523155565728237,1137.5,175.0,32.0,23.0,0.335561150530251,-97.5,-15.0,32.0,0.0,0.0,117.0,18.0,30.0,0.0,0.0,0.0,0.0,30.0,27.529411764705884,0.2724193179217212,32.5,5.0,31.0,23.52941176470588,0.2876630807965209,858.0,132.0,32.0
2026-06-10T11:54:31.626,3.6347421250102343,touch_ring,ramp,1.0,1410.5,1,thumb_flex,33.0,100.0,0.992965590905623,247.0,38.0,33.0,39.94117647058823,0.7683833066300451,1410.5,217.0,32.0,23.0,0.334554055085069,-58.5,-9.0,32.0,0.0,0.0,91.0,14.0,30.0,0.0,0.0,26.0,4.0,30.0,36.70588235294118,0.37125200274662395,156.0,24.0,31.0,14.705882352941174,0.19218738078889144,858.0,132.0,32.0
2026-06-10T11:54:31.729,3.7377427500032354,touch_ring,ramp,1.0,1534.0,1,thumb_flex,33.0,100.0,0.992965590905623,260.0,40.0,33.0,41.17647058823529,0.7835965514610513,1534.0,236.0,32.0,23.0,0.3332112611581597,-78.0,-12.0,32.0,0.0,0.0,123.5,19.0,30.0,0.0,0.0,32.5,5.0,30.0,45.88235294117647,0.4725413900968948,84.5,13.0,31.0,5.882352941176471,0.09578088044556345,585.0,90.0,32.0
2026-06-10T11:54:31.798,3.806338541005971,touch_ring,ramp,1.0,942.5,1,thumb_flex,33.0,100.0,0.992965590905623,273.0,42.0,33.0,42.0,0.7971160448615244,942.5,145.0,32.0,23.0,0.3325398641947051,-65.0,-10.0,32.0,0.0,0.0,91.0,14.0,30.0,0.0,0.0,52.0,8.0,30.0,52.0,0.542092011902037,331.5,51.0,31.0,0.0,0.028366521705958644,578.5,89.0,32.0
2026-06-10T11:54:31.902,3.910746958004893,touch_ring,hold,1.0,1339.0,5,ring,33.0,100.0,0.992965590905623,214.5,33.0,33.0,42.0,0.8089570458533608,728.0,112.0,32.0,23.0,0.3325398641947051,-45.5,-7.0,32.0,0.0,0.0,97.5,15.0,30.0,0.0,0.0,32.5,5.0,30.0,52.0,0.5686274509803921,1339.0,206.0,31.0,0.0,0.0,39.0,6.0,32.0
2026-06-10T11:54:32.005,4.0134198750020005,touch_ring,hold,1.0,1339.0,5,ring,33.0,100.0,0.992965590905623,240.5,37.0,33.0,42.0,0.8089570458533608,747.5,115.0,32.0,23.0,0.3325398641947051,-32.5,-5.0,32.0,0.0,0.0,110.5,17.0,30.0,0.0,0.0,32.5,5.0,30.0,52.0,0.5686274509803921,1339.0,206.0,31.0,0.0,0.0,26.0,4.0,32.0
2026-06-10T11:54:32.109,4.117613000009442,touch_ring,hold,1.0,1313.0,5,ring,33.0,100.0,0.992965590905623,266.5,41.0,33.0,42.0,0.8089570458533608,721.5,111.0,32.0,23.0,0.3325398641947051,-65.0,-10.0,32.0,0.0,0.0,110.5,17.0,30.0,0.0,0.0,13.0,2.0,30.0,52.0,0.5686274509803921,1313.0,202.0,31.0,0.0,0.0,19.5,3.0,32.0
2026-06-10T11:54:32.216,4.224165958003141,touch_ring,hold,1.0,1319.5,5,ring,33.0,100.0,0.992965590905623,273.0,42.0,33.0,42.0,0.8089570458533608,715.0,110.0,32.0,23.0,0.3325398641947051,-45.5,-7.0,32.0,0.0,0.0,110.5,17.0,30.0,0.0,0.0,65.0,10.0,30.0,52.0,0.5686274509803921,1319.5,203.0,31.0,0.0,0.0,52.0,8.0,32.0
2026-06-10T11:54:32.316,4.32454229099676,hold_ring,ramp,1.0,1306.5,5,ring,33.0,100.0,0.992965590905623,247.0,38.0,33.0,42.0,0.8089570458533608,721.5,111.0,32.0,23.0,0.3325398641947051,-26.0,-4.0,32.0,0.0,0.0,84.5,13.0,30.0,0.0,0.0,32.5,5.0,30.0,52.0,0.5686274509803921,1306.5,201.0,31.0,0.0,0.0,26.0,4.0,32.0
2026-06-10T11:54:32.416,4.42429920801078,hold_ring,ramp,1.0,1339.0,5,ring,33.0,100.0,0.992965590905623,227.5,35.0,33.0,42.0,0.8089570458533608,741.0,114.0,32.0,23.0,0.3325398641947051,-39.0,-6.0,32.0,0.0,0.0,91.0,14.0,30.0,0.0,0.0,26.0,4.0,30.0,52.0,0.5686274509803921,1339.0,206.0,31.0,0.0,0.0,39.0,6.0,32.0
2026-06-10T11:54:32.484,4.492556500001228,hold_ring,ramp,1.0,1326.0,5,ring,33.0,100.0,0.992965590905623,214.5,33.0,33.0,42.0,0.8089570458533608,734.5,113.0,32.0,23.0,0.3325398641947051,-39.0,-6.0,32.0,0.0,0.0,91.0,14.0,30.0,0.0,0.0,45.5,7.0,30.0,52.0,0.5686274509803921,1326.0,204.0,31.0,0.0,0.0,26.0,4.0,32.0
2026-06-10T11:54:32.588,4.595824832998915,hold_ring,hold,1.0,1326.0,5,ring,33.0,100.0,0.992965590905623,260.0,40.0,33.0,42.0,0.8089570458533608,734.5,113.0,32.0,23.0,0.3325398641947051,-65.0,-10.0,32.0,0.0,0.0,110.5,17.0,30.0,0.0,0.0,32.5,5.0,30.0,52.0,0.5686274509803921,1326.0,204.0,31.0,0.0,0.0,13.0,2.0,32.0
2026-06-10T11:54:32.694,4.702744458001689,hold_ring,hold,1.0,1326.0,5,ring,33.0,100.0,0.992965590905623,227.5,35.0,33.0,42.0,0.8089570458533608,721.5,111.0,32.0,23.0,0.3325398641947051,-58.5,-9.0,32.0,0.0,0.0,130.0,20.0,30.0,0.0,0.0,52.0,8.0,30.0,52.0,0.5686274509803921,1326.0,204.0,31.0,0.0,0.0,32.5,5.0,32.0
2026-06-10T11:54:32.801,4.809298000007402,hold_ring,hold,1.0,1332.5,5,ring,33.0,100.0,0.992965590905623,240.5,37.0,33.0,42.0,0.8089570458533608,747.5,115.0,32.0,23.0,0.3325398641947051,-52.0,-8.0,32.0,0.0,0.0,91.0,14.0,30.0,0.0,0.0,58.5,9.0,30.0,52.0,0.5686274509803921,1332.5,205.0,31.0,0.0,0.0,32.5,5.0,32.0
2026-06-10T11:54:32.907,4.9157711250009015,hold_ring,hold,1.0,1313.0,5,ring,33.0,100.0,0.992965590905623,208.0,32.0,33.0,42.0,0.8089570458533608,708.5,109.0,32.0,23.0,0.3325398641947051,-39.0,-6.0,32.0,0.0,0.0,117.0,18.0,30.0,0.0,0.0,45.5,7.0,30.0,52.0,0.5686274509803921,1313.0,202.0,31.0,0.0,0.0,19.5,3.0,32.0
2026-06-10T11:54:33.005,5.01283633300045,touch_middle,ramp,1.0,962.0,5,ring,33.0,97.0,0.9868162050812543,-669.5,-103.0,33.0,42.0,0.8089570458533608,325.0,50.0,32.0,23.0,0.3298542763408865,-71.5,-11.0,32.0,0.0,0.0,110.5,17.0,30.0,8.823529411764707,0.06497291523613337,117.0,18.0,30.0,42.8235294117647,0.5033493553063249,962.0,148.0,31.0,0.0,0.0,45.5,7.0,32.0
2026-06-10T11:54:33.108,5.116589583005407,touch_middle,ramp,1.0,936.0,0,thumb_abd,33.0,94.0,0.9718776226443885,-936.0,-144.0,33.0,42.0,0.8047302967879759,279.5,43.0,32.0,23.0,0.327168688487068,-45.5,-7.0,32.0,0.0,0.0,110.5,17.0,30.0,17.647058823529413,0.16319523918516823,52.0,8.0,30.0,33.647058823529406,0.4014496070801862,910.0,140.0,32.0,0.0,0.0,39.0,6.0,32.0
2026-06-10T11:54:33.205,5.213790291003534,touch_middle,ramp,1.0,923.0,5,ring,33.0,91.0,0.9367208361943998,-656.5,-101.0,33.0,42.0,0.796276798657206,292.5,45.0,32.0,23.0,0.3231403067063401,-65.0,-10.0,32.0,0.0,0.0,97.5,15.0,30.0,26.47058823529412,0.2635690852216373,26.0,4.0,30.0,24.470588235294116,0.2971236743724727,923.0,142.0,32.0,0.0,0.0,104.0,16.0,32.0
2026-06-10T11:54:33.307,5.315295000007609,touch_middle,ramp,1.0,864.5,5,ring,33.0,88.0,0.9033340962844282,-500.5,-77.0,33.0,42.0,0.7895170519569695,227.5,35.0,32.0,23.0,0.3197985809109635,-188.5,-29.0,32.0,0.0,0.0,104.0,16.0,30.0,35.294117647058826,0.35967040512703136,104.0,16.0,30.0,15.294117647058819,0.19798580910963606,864.5,133.0,32.0,0.0,0.0,97.5,15.0,32.0
2026-06-10T11:54:33.404,5.4127222079987405,touch_middle,ramp,1.0,630.5,5,ring,33.0,85.0,0.8725719081406882,-513.5,-79.0,33.0,42.0,0.7802090485999847,409.5,63.0,32.0,23.0,0.31677729457541765,-78.0,-12.0,32.0,0.0,0.0,84.5,13.0,30.0,44.11764705882353,0.45453574425879306,331.5,51.0,30.0,6.117647058823529,0.0963912413214313,630.5,97.0,32.0,0.0,0.0,58.5,9.0,32.0
2026-06-10T11:54:33.471,5.4793695410044165,touch_middle,ramp,1.0,604.5,4,middle,33.0,83.0,0.8550087739375906,-585.0,-90.0,33.0,42.0,0.7751430533302816,318.5,49.0,32.0,23.0,0.31543450064850836,6.5,1.0,32.0,0.0,0.0,91.0,14.0,30.0,50.0,0.5137254901960784,604.5,93.0,30.0,0.0,0.03447013046463722,403.0,62.0,32.0,0.0,0.0,91.0,14.0,32.0
2026-06-10T11:54:33.576,5.584769332999713,touch_middle,hold,1.0,1644.5,4,middle,33.0,83.0,0.8488441290913252,-799.5,-123.0,33.0,42.0,0.7768368047608148,130.0,20.0,32.0,23.0,0.31509880216678104,39.0,6.0,32.0,0.0,0.0,78.0,12.0,30.0,50.0,0.5442282749675745,1644.5,253.0,30.0,0.0,0.0,123.5,19.0,32.0,0.0,0.0,58.5,9.0,32.0
2026-06-10T11:54:33.682,5.690124458007631,touch_middle,hold,1.0,1670.5,4,middle,33.0,83.0,0.8488441290913252,-851.5,-131.0,33.0,42.0,0.7768368047608148,136.5,21.0,32.0,23.0,0.31509880216678104,32.5,5.0,32.0,0.0,0.0,97.5,15.0,30.0,50.0,0.5442282749675745,1670.5,257.0,30.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,58.5,9.0,32.0
2026-06-10T11:54:33.786,5.794157249998534,touch_middle,hold,1.0,1605.5,4,middle,33.0,83.0,0.8479743648432135,-767.0,-118.0,33.0,42.0,0.7768368047608148,136.5,21.0,32.0,23.0,0.31509880216678104,13.0,2.0,32.0,0.0,0.0,97.5,15.0,30.0,50.0,0.5442282749675745,1605.5,247.0,30.0,0.0,0.0,32.5,5.0,32.0,0.0,0.0,110.5,17.0,32.0
2026-06-10T11:54:33.894,5.902478500007419,touch_middle,hold,1.0,1638.0,4,middle,33.0,83.0,0.8479743648432135,-741.0,-114.0,33.0,42.0,0.7768368047608148,136.5,21.0,32.0,23.0,0.31509880216678104,39.0,6.0,32.0,0.0,0.0,84.5,13.0,30.0,50.0,0.5442282749675745,1638.0,252.0,30.0,0.0,0.0,13.0,2.0,32.0,0.0,0.0,91.0,14.0,32.0
2026-06-10T11:54:33.989,5.997595416003605,hold_middle,ramp,1.0,1592.5,4,middle,33.0,83.0,0.8479743648432135,-754.0,-116.0,33.0,42.0,0.7759822995346,149.5,23.0,32.0,23.0,0.31509880216678104,19.5,3.0,32.0,0.0,0.0,104.0,16.0,30.0,50.0,0.5442282749675745,1592.5,245.0,30.0,0.0,0.0,13.0,2.0,32.0,0.0,0.0,52.0,8.0,32.0
2026-06-10T11:54:34.088,6.0967925830045715,hold_middle,ramp,1.0,1664.0,4,middle,33.0,83.0,0.8479743648432135,-741.0,-114.0,33.0,42.0,0.7759822995346,162.5,25.0,32.0,23.0,0.31509880216678104,39.0,6.0,32.0,0.0,0.0,117.0,18.0,30.0,50.0,0.5442282749675745,1664.0,256.0,30.0,0.0,0.0,6.5,1.0,32.0,0.0,0.0,91.0,14.0,32.0
2026-06-10T11:54:34.152,6.1603112910088385,hold_middle,ramp,1.0,1612.0,4,middle,33.0,83.0,0.8479743648432135,-786.5,-121.0,33.0,42.0,0.7759822995346,156.0,24.0,32.0,23.0,0.31509880216678104,52.0,8.0,32.0,0.0,0.0,123.5,19.0,30.0,50.0,0.5442282749675745,1612.0,248.0,30.0,0.0,0.0,19.5,3.0,32.0,0.0,0.0,104.0,16.0,32.0
2026-06-10T11:54:34.258,6.266343791008694,hold_middle,hold,1.0,1579.5,4,middle,33.0,83.0,0.8479743648432135,-760.5,-117.0,33.0,42.0,0.7759822995346,149.5,23.0,32.0,23.0,0.31509880216678104,39.0,6.0,32.0,0.0,0.0,123.5,19.0,30.0,50.0,0.5442282749675745,1579.5,243.0,30.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,97.5,15.0,32.0
2026-06-10T11:54:34.366,6.373808707998251,hold_middle,hold,1.0,1644.5,4,middle,33.0,83.0,0.8479743648432135,-760.5,-117.0,33.0,42.0,0.7759822995346,156.0,24.0,32.0,23.0,0.31509880216678104,26.0,4.0,32.0,0.0,0.0,130.0,20.0,30.0,50.0,0.5442282749675745,1644.5,253.0,30.0,0.0,0.0,19.5,3.0,32.0,0.0,0.0,71.5,11.0,32.0
2026-06-10T11:54:34.469,6.477591875009239,hold_middle,hold,1.0,1612.0,4,middle,33.0,83.0,0.8479743648432135,-741.0,-114.0,33.0,42.0,0.7759822995346,162.5,25.0,32.0,23.0,0.31509880216678104,32.5,5.0,32.0,0.0,0.0,104.0,16.0,30.0,50.0,0.5442282749675745,1612.0,248.0,30.0,0.0,0.0,39.0,6.0,32.0,0.0,0.0,91.0,14.0,32.0
2026-06-10T11:54:34.576,6.5840696660015965,hold_middle,hold,1.0,1651.0,4,middle,33.0,83.0,0.8479743648432135,-741.0,-114.0,33.0,42.0,0.7759822995346,169.0,26.0,32.0,23.0,0.31509880216678104,39.0,6.0,32.0,0.0,0.0,104.0,16.0,30.0,50.0,0.5442282749675745,1651.0,254.0,30.0,0.0,0.0,39.0,6.0,32.0,0.0,0.0,97.5,15.0,32.0
2026-06-10T11:54:34.676,6.68383987499692,touch_index,ramp,1.0,754.0,4,middle,33.0,81.58823529411765,0.8312809948882277,-383.5,-59.0,33.0,39.0,0.7413290608072023,331.5,51.0,32.0,24.235294117647058,0.3217975127794308,-344.5,-53.0,32.0,8.823529411764707,0.06771953917753872,84.5,13.0,30.0,41.17647058823529,0.48229190508888375,754.0,116.0,30.0,0.0,0.0,32.5,5.0,32.0,0.0,0.0,91.0,14.0,32.0
2026-06-10T11:54:34.776,6.784579750004923,touch_index,ramp,1.0,877.5,4,middle,33.0,80.17647058823529,0.8172121766994735,-383.5,-59.0,33.0,36.0,0.6982223239490348,559.0,86.0,32.0,25.470588235294116,0.3338826581216144,-539.5,-83.0,32.0,17.647058823529413,0.16441596093690394,52.0,8.0,30.0,32.35294117647059,0.3846799420157168,877.5,135.0,30.0,0.0,0.0,13.0,2.0,32.0,0.0,0.0,84.5,13.0,32.0
2026-06-10T11:54:34.873,6.881311250006547,touch_index,ramp,1.0,858.0,4,middle,33.0,78.76470588235294,0.8031586175326162,-520.0,-80.0,33.0,33.0,0.6542610818646525,390.0,60.0,32.0,26.705882352941178,0.3466392004272526,-448.5,-69.0,32.0,26.47058823529412,0.26295872434576945,32.5,5.0,30.0,23.52941176470588,0.2852216372930495,858.0,132.0,30.0,0.0,0.0,13.0,2.0,32.0,0.0,0.0,71.5,11.0,32.0
2026-06-10T11:54:34.974,6.981940500001656,touch_index,ramp,1.0,676.0,4,middle,33.0,77.3529411764706,0.7890897993438621,-559.0,-86.0,33.0,30.0,0.6102998397802701,474.5,73.0,32.0,27.941176470588236,0.3597314412146181,-513.5,-79.0,32.0,35.294117647058826,0.3620965896086061,266.5,41.0,30.0,14.705882352941174,0.1876096742198825,676.0,104.0,30.0,0.0,0.0,-6.5,-1.0,32.0,0.0,0.0,104.0,16.0,32.0
2026-06-10T11:54:35.069,7.077607500003069,touch_index,ramp,1.0,604.5,0,thumb_abd,33.0,75.94117647058823,0.7767910276951249,-604.5,-93.0,33.0,27.0,0.5705806057831693,370.5,57.0,32.0,29.176470588235293,0.371801327534905,-572.0,-88.0,32.0,44.11764705882353,0.4487373159380484,123.5,19.0,30.0,5.882352941176471,0.10157930876630808,253.5,39.0,30.0,0.0,0.0,26.0,4.0,32.0,0.0,0.0,117.0,18.0,32.0
2026-06-10T11:54:35.129,7.137325041010627,touch_index,ramp,1.0,663.0,3,index,33.0,75.0,0.7680018310826278,-546.0,-84.0,33.0,25.0,0.5435263599603265,162.5,25.0,32.0,30.0,0.38052948805981535,-422.5,-65.0,32.0,50.0,0.5115892271305409,663.0,102.0,30.0,0.0,0.039658197909514,-396.5,-61.0,30.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,71.5,11.0,32.0
