timestamp,phase,test,max_abs_current_ma,max_temp_c,expected_channel,expected_name,expected_delta_sign,expected_delta,dominant_delta_channel,dominant_delta_name,dominant_delta,pass,target_0_thumb_abd,before_pos_0_thumb_abd,after_pos_0_thumb_abd,delta_pos_0_thumb_abd,after_curr_ma_0_thumb_abd,after_temp_c_0_thumb_abd,target_1_thumb_flex,before_pos_1_thumb_flex,after_pos_1_thumb_flex,delta_pos_1_thumb_flex,after_curr_ma_1_thumb_flex,after_temp_c_1_thumb_flex,target_2_thumb_tendon,before_pos_2_thumb_tendon,after_pos_2_thumb_tendon,delta_pos_2_thumb_tendon,after_curr_ma_2_thumb_tendon,after_temp_c_2_thumb_tendon,target_3_index,before_pos_3_index,after_pos_3_index,delta_pos_3_index,after_curr_ma_3_index,after_temp_c_3_index,target_4_middle,before_pos_4_middle,after_pos_4_middle,delta_pos_4_middle,after_curr_ma_4_middle,after_temp_c_4_middle,target_5_ring,before_pos_5_ring,after_pos_5_ring,delta_pos_5_ring,after_curr_ma_5_ring,after_temp_c_5_ring,target_6_pinky,before_pos_6_pinky,after_pos_6_pinky,delta_pos_6_pinky,after_curr_ma_6_pinky,after_temp_c_6_pinky
2026-07-01T10:52:09.151,physical,physical_5_ring_+1,793.0,30.0,5,ring,1.0,0.14062714579995422,5,ring,0.14062714579995422,True,0.014053559166857405,0.014053559166857405,0.014053559166857405,0.0,6.5,29.0,0.0,0.0,0.0,0.0,110.5,30.0,0.00032043945983062307,0.0,0.0,0.0,52.0,29.0,0.0,0.0,0.0,0.0,78.0,29.0,0.000289921416037232,0.0,0.0,0.0,32.5,29.0,0.49,0.3438010223544671,0.4844281681544213,0.14062714579995422,793.0,30.0,0.0,0.0,0.0,0.0,97.5,30.0
2026-07-01T10:52:11.161,physical,physical_5_ring_-1,214.5,30.0,5,ring,-1.0,-0.1351491569390402,5,ring,-0.1351491569390402,True,0.014053559166857405,0.014053559166857405,0.014053559166857405,0.0,0.0,29.0,0.0,0.0,0.0,0.0,104.0,30.0,0.00032043945983062307,0.0,0.0,0.0,39.0,29.0,0.0,0.0,0.0,0.0,78.0,29.0,0.000289921416037232,0.0,0.0,0.0,32.5,29.0,0.20999999999999996,0.3438010223544671,0.20865186541542688,-0.1351491569390402,214.5,30.0,0.0,0.0,0.0,0.0,91.0,30.0
2026-07-01T10:52:13.155,physical,physical_6_pinky_+1,715.0,31.0,6,pinky,1.0,0.1391012436102846,6,pinky,0.1391012436102846,True,0.014053559166857405,0.014053559166857405,0.014053559166857405,0.0,6.5,29.0,0.0,0.0,0.0,0.0,104.0,30.0,0.00032043945983062307,0.0,0.0,0.0,39.0,29.0,0.0,0.0,0.0,0.0,130.0,29.0,0.000289921416037232,0.0,0.0,0.0,39.0,29.0,0.0,0.0,0.0,0.0,78.0,31.0,0.49,0.3453269245441367,0.4844281681544213,0.1391012436102846,715.0,30.0
2026-07-01T10:52:15.145,physical,physical_6_pinky_-1,169.0,30.0,6,pinky,-1.0,-0.13667505912870984,6,pinky,-0.13667505912870984,True,0.014053559166857405,0.014053559166857405,0.014053559166857405,0.0,0.0,29.0,0.0,0.0,0.0,0.0,97.5,30.0,0.00032043945983062307,0.0,0.0,0.0,39.0,29.0,0.0,0.0,0.0,0.0,123.5,29.0,0.000289921416037232,0.0,0.0,0.0,26.0,29.0,0.0,0.0,0.0,0.0,78.0,30.0,0.20999999999999996,0.3453269245441367,0.20865186541542688,-0.13667505912870984,169.0,30.0
2026-07-01T10:52:17.141,sim_action,sim_0_index_+1_to_index,156.0,31.0,3,index,-1.0,-0.1351491569390402,3,index,-0.1351491569390402,True,0.014053559166857405,0.014053559166857405,0.014053559166857405,0.0,6.5,29.0,0.0,0.0,0.0,0.0,97.5,30.0,0.00032043945983062307,0.0,0.0,0.0,45.5,29.0,0.20999999999999996,0.3438010223544671,0.20865186541542688,-0.1351491569390402,156.0,29.0,0.000289921416037232,0.0,0.0,0.0,45.5,29.0,0.0,0.0,0.0,0.0,84.5,30.0,0.0,0.0,0.0,0.0,39.0,31.0
2026-07-01T10:52:19.156,sim_action,sim_0_index_-1_to_index,663.0,30.0,3,index,1.0,0.14062714579995422,3,index,0.14062714579995422,True,0.014053559166857405,0.014053559166857405,0.014053559166857405,0.0,0.0,29.0,0.0,0.0,0.0,0.0,104.0,30.0,0.00032043945983062307,0.0,0.0,0.0,45.5,29.0,0.49,0.3438010223544671,0.4844281681544213,0.14062714579995422,663.0,30.0,0.000289921416037232,0.0,0.0,0.0,32.5,29.0,0.0,0.0,0.0,0.0,110.5,30.0,0.0,0.0,0.0,0.0,91.0,30.0
2026-07-01T10:52:21.165,sim_action,sim_1_middle_+1_to_middle,689.0,30.0,4,middle,1.0,0.13971160448615244,4,middle,0.13971160448615244,True,0.014053559166857405,0.014053559166857405,0.014053559166857405,0.0,0.0,29.0,0.0,0.0,0.0,0.0,91.0,30.0,0.00032043945983062307,0.0,0.0,0.0,45.5,29.0,0.0,0.0,0.0,0.0,78.0,30.0,0.49,0.34471656366826886,0.4844281681544213,0.13971160448615244,689.0,29.0,0.0,0.0,0.0,0.0,78.0,30.0,0.0,0.0,0.0,0.0,78.0,30.0
2026-07-01T10:52:23.191,sim_action,sim_1_middle_-1_to_middle,110.5,30.0,4,middle,-1.0,-0.1351491569390402,4,middle,-0.1351491569390402,True,0.014053559166857405,0.014053559166857405,0.014053559166857405,0.0,0.0,29.0,0.0,0.0,0.0,0.0,104.0,30.0,0.00032043945983062307,0.0,0.0,0.0,39.0,29.0,0.0,0.0,0.0,0.0,110.5,30.0,0.20999999999999996,0.34441138323033493,0.20926222629129473,-0.1351491569390402,91.0,30.0,0.0,0.0,0.0,0.0,78.0,30.0,0.0,0.0,0.0,0.0,78.0,30.0
2026-07-01T10:52:25.231,sim_action,sim_2_ring_+1_to_ring,162.5,30.0,5,ring,-1.0,-0.13484397650110627,5,ring,-0.13484397650110627,True,0.014053559166857405,0.014053559166857405,0.014053559166857405,0.0,0.0,29.0,0.0,0.0,0.0,0.0,97.5,30.0,0.00032043945983062307,0.0,0.0,0.0,39.0,29.0,0.0,0.0,0.0,0.0,110.5,30.0,0.000289921416037232,0.0,0.0,0.0,26.0,30.0,0.20999999999999996,0.3438010223544671,0.2089570458533608,-0.13484397650110627,162.5,30.0,0.0,0.0,0.0,0.0,78.0,30.0
2026-07-01T10:52:27.245,sim_action,sim_2_ring_-1_to_ring,793.0,31.0,5,ring,1.0,0.14062714579995422,5,ring,0.14062714579995422,True,0.014053559166857405,0.014053559166857405,0.014053559166857405,0.0,0.0,29.0,0.0,0.0,0.0,0.0,97.5,30.0,0.00032043945983062307,0.0,0.0,0.0,39.0,29.0,0.0,0.0,0.0,0.0,117.0,30.0,0.000289921416037232,0.0,0.0,0.0,32.5,30.0,0.49,0.3438010223544671,0.4844281681544213,0.14062714579995422,793.0,31.0,0.0,0.0,0.0,0.0,78.0,30.0
2026-07-01T10:52:29.254,sim_action,sim_3_pinky_+1_to_pinky,143.0,31.0,6,pinky,-1.0,-0.1363698786907759,6,pinky,-0.1363698786907759,True,0.014053559166857405,0.014053559166857405,0.014053559166857405,0.0,0.0,29.0,0.0,0.0,0.0,0.0,104.0,30.0,0.00032043945983062307,0.0,0.0,0.0,45.5,29.0,0.0,0.0,0.0,0.0,110.5,30.0,0.000289921416037232,0.0,0.0,0.0,65.0,30.0,0.0,0.0,0.0,0.0,91.0,31.0,0.20999999999999996,0.3453269245441367,0.2089570458533608,-0.1363698786907759,143.0,30.0
2026-07-01T10:52:31.252,sim_action,sim_3_pinky_-1_to_pinky,708.5,31.0,6,pinky,1.0,0.1391012436102846,6,pinky,0.1391012436102846,True,0.014053559166857405,0.014053559166857405,0.014053559166857405,0.0,-6.5,29.0,0.0,0.0,0.0,0.0,104.0,30.0,0.00032043945983062307,0.0,0.0,0.0,32.5,29.0,0.0,0.0,0.0,0.0,123.5,30.0,0.000289921416037232,0.0,0.0,0.0,52.0,30.0,0.0,0.0,0.0,0.0,104.0,31.0,0.49,0.3453269245441367,0.4844281681544213,0.1391012436102846,708.5,31.0
2026-07-01T10:52:33.250,sim_action,sim_4_thumb_abd_+1_to_thumb_abd,234.0,31.0,0,thumb_abd,1.0,0.14059662775616083,0,thumb_abd,0.14059662775616083,True,0.49,0.34270237277790494,0.48329900053406577,0.14059662775616083,234.0,29.0,0.0,0.0,0.0,0.0,84.5,30.0,0.00032043945983062307,0.0,0.0,0.0,45.5,29.0,0.0,0.0,0.0,0.0,123.5,30.0,0.000289921416037232,0.0,0.0,0.0,19.5,29.0,0.0,0.0,0.0,0.0,84.5,31.0,0.0,0.0,0.0,0.0,78.0,31.0
2026-07-01T10:52:35.248,sim_action,sim_4_thumb_abd_-1_to_thumb_abd,130.0,31.0,0,thumb_abd,-1.0,-0.13357747768368047,0,thumb_abd,-0.13357747768368047,True,0.20999999999999996,0.34270237277790494,0.20912489509422447,-0.13357747768368047,39.0,29.0,0.0,0.0,0.0,0.0,130.0,30.0,0.00032043945983062307,0.0,0.0,0.0,39.0,29.0,0.0,0.0,0.0,0.0,117.0,30.0,0.000289921416037232,0.0,0.0,0.0,32.5,29.0,0.0,0.0,0.0,0.0,91.0,31.0,0.0,0.0,0.0,0.0,84.5,31.0
2026-07-01T10:52:37.256,sim_action,sim_5_thumb_flex_+1_to_thumb_flex,110.5,31.0,1,thumb_flex,-1.0,-0.12256046387426567,1,thumb_flex,-0.12256046387426567,True,0.014053559166857405,0.014923323414969101,0.014053559166857405,-0.0008697642481116964,0.0,29.0,0.20999999999999996,0.3296559090562295,0.20709544518196382,-0.12256046387426567,104.0,30.0,0.00032043945983062307,0.0,0.0,0.0,6.5,29.0,0.0,0.0,0.0,0.0,110.5,30.0,0.000289921416037232,0.0,0.0,0.0,19.5,29.0,0.0,0.0,0.0,0.0,97.5,31.0,0.0,0.0,0.0,0.0,84.5,31.0
2026-07-01T10:52:39.250,sim_action,sim_5_thumb_flex_-1_to_thumb_flex,1176.5,31.0,1,thumb_flex,1.0,0.1360952162966354,1,thumb_flex,0.1360952162966354,True,0.014053559166857405,0.014053559166857405,0.014053559166857405,0.0,6.5,29.0,0.49,0.3296559090562295,0.4657511253528649,0.1360952162966354,1176.5,30.0,0.00032043945983062307,0.0,0.0,0.0,-26.0,29.0,0.0,0.0,0.0,0.0,123.5,30.0,0.000289921416037232,0.0,0.0,0.0,65.0,29.0,0.0,0.0,0.0,0.0,117.0,31.0,0.0,0.0,0.0,0.0,78.0,31.0
2026-07-01T10:52:41.266,sim_action,sim_6_thumb_tendon_+1_to_thumb_tendon,617.5,31.0,2,thumb_tendon,1.0,0.13891813534752417,2,thumb_tendon,0.13891813534752417,True,0.014053559166857405,0.014053559166857405,0.014053559166857405,0.0,0.0,29.0,0.0,0.0,0.0,0.0,97.5,30.0,0.49,0.3452964065003433,0.4842145418478675,0.13891813534752417,-617.5,29.0,0.0,0.0,0.0,0.0,130.0,30.0,0.000289921416037232,0.0,0.0,0.0,58.5,29.0,0.0,0.0,0.0,0.0,136.5,31.0,0.0,0.0,0.0,0.0,78.0,31.0
2026-07-01T10:52:43.260,sim_action,sim_6_thumb_tendon_-1_to_thumb_tendon,130.0,31.0,2,thumb_tendon,-1.0,-0.13624780651560234,2,thumb_tendon,-0.13624780651560234,True,0.014053559166857405,0.014053559166857405,0.014053559166857405,0.0,0.0,29.0,0.0,0.0,0.0,0.0,97.5,30.0,0.20999999999999996,0.3452964065003433,0.20904859998474098,-0.13624780651560234,-39.0,30.0,0.0,0.0,0.0,0.0,117.0,30.0,0.000289921416037232,0.0,0.0,0.0,13.0,29.0,0.0,0.0,0.0,0.0,130.0,31.0,0.0,0.0,0.0,0.0,84.5,31.0
