step,elapsed_s,target_0_thumb_abd,pos_0_thumb_abd,curr_ma_0_thumb_abd,temp_c_0_thumb_abd,target_1_thumb_flex,pos_1_thumb_flex,curr_ma_1_thumb_flex,temp_c_1_thumb_flex,target_2_thumb_tendon,pos_2_thumb_tendon,curr_ma_2_thumb_tendon,temp_c_2_thumb_tendon,target_3_index,pos_3_index,curr_ma_3_index,temp_c_3_index,target_4_middle,pos_4_middle,curr_ma_4_middle,temp_c_4_middle,target_5_ring,pos_5_ring,curr_ma_5_ring,temp_c_5_ring,target_6_pinky,pos_6_pinky,curr_ma_6_pinky,temp_c_6_pinky
0,0.462566209025681,0.09405355916685741,0.07029831387808042,-188.5,40.0,0.08,0.04647898069733731,565.5,40.0,0.08032043945983063,0.05133134966048676,708.5,40.0,0.08,0.046967269398031586,-201.5,41.0,0.08028992141603723,0.050934615091172655,-559.0,40.0,0.08,0.04879835202563516,-71.5,41.0,0.08,0.047882810711833375,-364.0,41.0
1,0.5151417090091854,0.1740535591668574,,,,0.16,,,,0.16032043945983063,,,,0.16,,,,0.16028992141603723,,,,0.16,,,,0.16,,,
2,0.5704683340154588,0.2540535591668574,,,,0.24,,,,0.24032043945983061,,,,0.24,,,,0.24028992141603722,,,,0.24,,,,0.24,,,
3,0.6262110839597881,0.3340535591668574,,,,0.32,,,,0.32032043945983063,,,,0.32,,,,0.25456013679504397,,,,0.32,,,,0.32,,,
4,0.681808624882251,0.41405355916685743,,,,0.4,,,,0.40032043945983065,,,,0.4,,,,0.26610364615917204,,,,0.4,,,,0.4,,,
5,0.7360601669643074,0.49405355916685745,0.4692301823453116,-338.0,40.0,0.44879428654909137,0.41335164415960934,793.0,40.0,0.48032043945983066,0.43892576485847257,520.0,40.0,0.4388393461704254,0.4188448920424201,91.0,41.0,0.2343057304620743,0.24106202792401007,611.0,40.0,0.4024957656860352,0.39414053559166856,416.0,41.0,0.48000000000000004,0.4359349965667201,-559.0,41.0
6,0.7913859589025378,0.5317738142609596,,,,0.4616115775704384,,,,0.5603204394598307,,,,0.45829337537288667,,,,0.292937308549881,,,,0.4824957656860352,,,,0.56,,,
7,0.8442706249188632,0.5339328882098198,,,,0.5416115775704384,,,,0.598627758026123,,,,0.45868649184703825,,,,0.24615252614021305,,,,0.5624957656860352,,,,0.64,,,
8,0.8982933750376105,0.5286328399181366,,,,0.611515490412712,,,,0.5444707483053207,,,,0.3816696465015411,,,,0.28732878565788267,,,,0.5042543947696686,,,,0.7196172595024108,,,
9,0.9523878749459982,0.5495035862922668,,,,0.5315154904127121,,,,0.4729043573141098,,,,0.3311491310596466,,,,0.2938999474048615,,,,0.46057382225990295,,,,0.6562389314174653,,,
10,1.007787459064275,0.5852999517321587,0.5738002594033722,-104.0,40.0,0.45151549041271205,0.4742046234836347,520.0,40.0,0.5529043573141098,0.5134203097581445,169.0,40.0,0.3796698719263077,0.35753414206149386,513.5,41.0,0.27924467623233795,0.27957579919127185,364.0,40.0,0.3911530911922455,0.4154879072251469,1261.0,41.0,0.6350202798843384,0.640009155413138,663.0,41.0
11,1.061364916851744,0.5636273032426834,,,,0.47309558749198916,,,,0.61918426156044,,,,0.4376086354255676,,,,0.23228177726268773,,,,0.4711530911922455,,,,0.7150202798843384,,,
12,1.116529291961342,0.5342785298824311,,,,0.5348472344875336,,,,0.6114102393388748,,,,0.44778873324394225,,,,0.2891802340745926,,,,0.5511530911922455,,,,0.7753145873546601,,,
13,1.1671455840114504,0.5707412365078925,,,,0.537123834490776,,,,0.6202852964401245,,,,0.5277887332439423,,,,0.3620498925447464,,,,0.4711530911922455,,,,0.7989021182060241,,,
14,1.2197442089673132,0.5633542537689209,,,,0.5387959229946137,,,,0.6383934795856476,,,,0.550014328956604,,,,0.4117892861366272,,,,0.5511530911922455,,,,0.7189021182060241,,,
15,1.2724142500665039,0.5785449928045273,0.5773250934615091,-78.0,40.0,0.5554991090297698,0.5283131151293202,1098.5,40.0,0.6398821234703064,0.6332188906691081,-676.0,40.0,0.5526915848255157,0.5457541771572442,799.5,41.0,0.4917892861366272,0.45479514763103684,-409.5,40.0,0.4711530911922455,0.4990768291752498,890.5,41.0,0.7755315899848938,0.7513694972152285,344.5,41.0
16,1.3263514169957489,0.5591512224078178,,,,0.5692303666472435,,,,0.6399932742118836,,,,0.5082100093364715,,,,0.4313352733850479,,,,0.5511530911922455,,,,0.755872094631195,,,
17,1.3794596248771995,0.5281627503037453,,,,0.6155467450618743,,,,0.5617440283298493,,,,0.4282100093364715,,,,0.3702778428792953,,,,0.5275530338287353,,,,0.717552375793457,,,
18,1.4348602499812841,0.5427625733613968,,,,0.5355467450618744,,,,0.48174402832984925,,,,0.3482100093364715,,,,0.30426694452762604,,,,0.46385867297649386,,,,0.6646728277206421,,,
