timestamp,elapsed_s,channel,channel_name,phase,target_value,max_abs_current_ma,max_abs_current_channel,max_abs_current_channel_name,max_temp_c,cmd_0_thumb_abd,pos_0_thumb_abd,curr_ma_0_thumb_abd,temp_c_0_thumb_abd,cmd_1_thumb_flex,pos_1_thumb_flex,curr_ma_1_thumb_flex,temp_c_1_thumb_flex,cmd_2_thumb_tendon,pos_2_thumb_tendon,curr_ma_2_thumb_tendon,temp_c_2_thumb_tendon,cmd_3_index,pos_3_index,curr_ma_3_index,temp_c_3_index,cmd_4_middle,pos_4_middle,curr_ma_4_middle,temp_c_4_middle,cmd_5_ring,pos_5_ring,curr_ma_5_ring,temp_c_5_ring,cmd_6_pinky,pos_6_pinky,curr_ma_6_pinky,temp_c_6_pinky
2026-06-16T11:37:22.244,1.958726042008493,4,middle,hold,0.0,780.0,1,thumb_flex,45.0,0.014053559166857405,0.016693369954985885,-136.5,40.0,0.0,0.0,780.0,45.0,0.00032043945983062307,0.00032043945983062307,58.5,42.0,0.0,0.0,338.0,44.0,0.0,0.000289921416037232,19.5,43.0,0.0,0.0,26.0,39.0,0.0,0.0,338.0,44.0
2026-06-16T11:37:22.757,2.470985916967038,4,middle,hold,0.05,786.5,1,thumb_flex,45.0,0.014053559166857405,0.016693369954985885,-130.0,40.0,0.0,0.0,786.5,45.0,0.00032043945983062307,0.00032043945983062307,71.5,42.0,0.0,0.0,344.5,44.0,0.05,0.04635690852216373,364.0,43.0,0.0,0.0,32.5,39.0,0.0,0.0,344.5,44.0
2026-06-16T11:37:23.273,2.987101625010837,4,middle,hold,0.1,780.0,1,thumb_flex,45.0,0.014053559166857405,0.016693369954985885,-136.5,40.0,0.0,0.0,780.0,45.0,0.00032043945983062307,0.00032043945983062307,65.0,42.0,0.0,0.0,338.0,44.0,0.1,0.0954757000076295,513.5,43.0,0.0,0.0,39.0,39.0,0.0,0.0,344.5,44.0
2026-06-16T11:37:23.788,3.5021662919898517,4,middle,hold,0.15,780.0,1,thumb_flex,45.0,0.014053559166857405,0.016693369954985885,-136.5,40.0,0.0,0.0,780.0,45.0,0.00032043945983062307,0.00032043945983062307,65.0,42.0,0.0,0.0,338.0,44.0,0.15,0.1445944914930953,637.0,43.0,0.0,0.0,45.5,39.0,0.0,0.0,344.5,44.0
2026-06-16T11:37:24.306,4.020848624990322,4,middle,hold,0.2,786.5,1,thumb_flex,45.0,0.014053559166857405,0.016693369954985885,-130.0,40.0,0.0,0.0,786.5,45.0,0.00032043945983062307,0.00032043945983062307,52.0,42.0,0.0,0.0,338.0,44.0,0.2,0.19371328297856108,747.5,43.0,0.0,0.0,32.5,39.0,0.0,0.0,338.0,44.0
2026-06-16T11:37:24.824,4.5388337500044145,4,middle,hold,0.25,845.0,4,middle,45.0,0.014053559166857405,0.016693369954985885,-117.0,40.0,0.0,0.0,786.5,45.0,0.00032043945983062307,0.00032043945983062307,65.0,42.0,0.0,0.0,318.5,44.0,0.25,0.24312199588006408,845.0,43.0,0.0,0.0,45.5,39.0,0.0,0.0,331.5,44.0
2026-06-16T11:37:25.344,5.058535457996186,4,middle,hold,0.3,877.5,4,middle,45.0,0.014053559166857405,0.016693369954985885,-149.5,40.0,0.0,0.0,780.0,45.0,0.00032043945983062307,0.00032043945983062307,45.5,42.0,0.0,0.0,325.0,44.0,0.3,0.29285114824139774,877.5,44.0,0.0,0.0,52.0,39.0,0.0,0.0,305.5,44.0
2026-06-16T11:37:25.858,5.572190666978713,4,middle,hold,0.35,936.0,4,middle,45.0,0.014053559166857405,0.016693369954985885,-97.5,40.0,0.0,0.0,786.5,45.0,0.00032043945983062307,0.00032043945983062307,65.0,42.0,0.0,0.0,318.5,44.0,0.35,0.34258030060273137,936.0,44.0,0.0,0.0,58.5,39.0,0.0,0.0,305.5,44.0
2026-06-16T11:37:26.375,6.089013207994867,4,middle,hold,0.4,845.0,4,middle,45.0,0.014053559166857405,0.016693369954985885,-117.0,40.0,0.0,0.0,773.5,45.0,0.00032043945983062307,0.00032043945983062307,45.5,42.0,0.0,0.0,344.5,44.0,0.4,0.3932249942778668,845.0,44.0,0.0,0.0,19.5,39.0,0.0,0.0,344.5,44.0
2026-06-16T11:37:26.889,6.603052957972977,4,middle,hold,0.45,754.0,1,thumb_flex,45.0,0.014053559166857405,0.016693369954985885,-117.0,40.0,0.0,0.0,754.0,45.0,0.00032043945983062307,0.00032043945983062307,71.5,42.0,0.0,0.0,318.5,44.0,0.45,0.4438544289311055,721.5,44.0,0.0,0.0,52.0,39.0,0.0,0.0,338.0,44.0
2026-06-16T11:37:27.409,7.123904416977894,4,middle,hold,0.5,903.5,4,middle,45.0,0.014053559166857405,0.016693369954985885,-117.0,40.0,0.0,0.0,793.0,45.0,0.00032043945983062307,0.00032043945983062307,71.5,42.0,0.0,0.0,338.0,44.0,0.5,0.4929732204165713,903.5,44.0,0.0,0.0,65.0,39.0,0.0,0.0,344.5,44.0
2026-06-16T11:37:27.925,7.639030041988008,4,middle,hold,0.55,962.0,4,middle,45.0,0.014053559166857405,0.016693369954985885,-136.5,40.0,0.0,0.0,773.5,45.0,0.00032043945983062307,0.00032043945983062307,71.5,42.0,0.0,0.0,344.5,44.0,0.55,0.542397192339971,962.0,44.0,0.0,0.0,39.0,39.0,0.0,0.0,338.0,44.0
