timestamp,elapsed_s,movement,phase,pose_scale,max_abs_current_ma,max_abs_current_channel,max_abs_current_channel_name,max_temp_c,cmd_0_thumb_abd,pos_0_thumb_abd,curr_ma_0_thumb_abd,temp_c_0_thumb_abd,cmd_1_thumb_flex,pos_1_thumb_flex,curr_ma_1_thumb_flex,temp_c_1_thumb_flex,cmd_2_thumb_tendon,pos_2_thumb_tendon,curr_ma_2_thumb_tendon,temp_c_2_thumb_tendon,cmd_3_index,pos_3_index,curr_ma_3_index,temp_c_3_index,cmd_4_middle,pos_4_middle,curr_ma_4_middle,temp_c_4_middle,cmd_5_ring,pos_5_ring,curr_ma_5_ring,temp_c_5_ring,cmd_6_pinky,pos_6_pinky,curr_ma_6_pinky,temp_c_6_pinky
2026-06-09T14:28:02.943,0.5455177080002613,initial_open,settle,1.0,897.0,1,thumb_flex,33.0,0.0,0.012298771648737317,-500.5,32.0,0.0,0.0,897.0,31.0,0.0,0.054688334477759976,-338.0,33.0,0.0,0.0,292.5,32.0,0.0,0.0,84.5,32.0,0.0,0.0,84.5,32.0,0.0,0.0,266.5,33.0
2026-06-09T14:28:03.111,0.7126255000039237,touch_pinkie,ramp,1.0,864.5,1,thumb_flex,33.0,29.411764705882355,0.2451667048142214,-279.5,32.0,10.294117647058824,0.15976195925841152,864.5,31.0,6.764705882352941,0.12448310063324941,6.5,32.0,0.0,0.0,240.5,32.0,0.0,0.0,26.0,32.0,0.0,0.0,58.5,32.0,14.705882352941178,0.13116655222400245,19.5,33.0
2026-06-09T14:28:03.274,0.8757528330024797,touch_pinkie,ramp,1.0,1183.0,1,thumb_flex,33.0,58.82352941176471,0.5325093461509117,-65.0,32.0,20.58823529411765,0.36685740444037535,1183.0,31.0,13.529411764705882,0.2046845197222858,-260.0,33.0,0.0,0.0,318.5,32.0,0.0,0.0,71.5,32.0,0.0,0.0,52.0,32.0,29.411764705882355,0.287357900358587,305.5,33.0
2026-06-09T14:28:03.440,1.0423207080020802,touch_pinkie,ramp,1.0,1092.0,1,thumb_flex,33.0,88.23529411764706,0.8312809948882277,-305.5,32.0,30.88235294117647,0.5832608529793241,1092.0,31.0,20.294117647058822,0.2895857175555047,-143.0,33.0,0.0,0.0,279.5,32.0,0.0,0.0,97.5,32.0,0.0,0.0,71.5,32.0,44.11764705882353,0.45392538338292515,188.5,33.0
2026-06-09T14:28:03.506,1.107804582999961,touch_pinkie,ramp,1.0,910.0,1,thumb_flex,33.0,100.0,0.9507896543831539,0.0,32.0,35.0,0.6753948271915771,910.0,31.0,23.0,0.3241474021515221,-253.5,33.0,0.0,0.0,253.5,32.0,0.0,0.0,78.0,32.0,0.0,0.0,13.0,32.0,50.0,0.5225604638742657,143.0,33.0
2026-06-09T14:28:03.658,1.260278792004101,touch_pinkie,hold,1.0,1423.5,1,thumb_flex,33.0,100.0,0.9903257801174945,370.5,32.0,35.0,0.7058213168535897,1423.5,31.0,23.0,0.3358968490119783,-520.0,33.0,0.0,0.0,292.5,32.0,0.0,0.0,78.0,32.0,0.0,0.0,26.0,32.0,50.0,0.5485008010986496,929.5,33.0
2026-06-09T14:28:03.814,1.4163554170008865,touch_pinkie,hold,1.0,1423.5,1,thumb_flex,33.0,100.0,0.9903257801174945,351.0,32.0,35.0,0.7058213168535897,1423.5,31.0,23.0,0.3358968490119783,-507.0,33.0,0.0,0.0,253.5,32.0,0.0,0.0,84.5,32.0,0.0,0.0,58.5,32.0,50.0,0.5485008010986496,916.5,33.0
2026-06-09T14:28:03.967,1.5692875829990953,touch_pinkie,hold,1.0,1410.5,1,thumb_flex,33.0,100.0,0.9903257801174945,331.5,33.0,35.0,0.7058213168535897,1410.5,31.0,23.0,0.3358968490119783,-520.0,33.0,0.0,0.0,253.5,32.0,0.0,0.0,97.5,32.0,0.0,0.0,6.5,32.0,50.0,0.5485008010986496,929.5,33.0
2026-06-09T14:28:04.137,1.7391235830000369,hold_pinkie,ramp,1.0,1417.0,1,thumb_flex,33.0,100.0,0.9903257801174945,279.5,33.0,35.0,0.7058213168535897,1417.0,31.0,23.0,0.3358968490119783,-539.5,33.0,0.0,0.0,266.5,32.0,0.0,0.0,110.5,32.0,0.0,0.0,19.5,32.0,50.0,0.5485008010986496,877.5,33.0
2026-06-09T14:28:04.240,1.8417357920043287,hold_pinkie,ramp,1.0,1410.5,1,thumb_flex,33.0,100.0,0.9903257801174945,390.0,33.0,35.0,0.7058213168535897,1410.5,32.0,23.0,0.3358968490119783,-494.0,33.0,0.0,0.0,247.0,32.0,0.0,0.0,71.5,32.0,0.0,0.0,58.5,32.0,50.0,0.5485008010986496,910.0,33.0
2026-06-09T14:28:04.394,1.9960950829990907,hold_pinkie,hold,1.0,1430.0,1,thumb_flex,33.0,100.0,0.9903257801174945,409.5,33.0,35.0,0.7058213168535897,1430.0,32.0,23.0,0.3358968490119783,-507.0,33.0,0.0,0.0,279.5,32.0,0.0,0.0,84.5,32.0,0.0,0.0,32.5,32.0,50.0,0.5485008010986496,929.5,33.0
2026-06-09T14:28:04.547,2.149318542004039,hold_pinkie,hold,1.0,1417.0,1,thumb_flex,33.0,100.0,0.9903257801174945,325.0,33.0,35.0,0.7058213168535897,1417.0,32.0,23.0,0.3358968490119783,-487.5,33.0,0.0,0.0,247.0,32.0,0.0,0.0,65.0,32.0,0.0,0.0,39.0,32.0,50.0,0.5485008010986496,897.0,33.0
2026-06-09T14:28:04.703,2.305290917000093,hold_pinkie,hold,1.0,1391.0,1,thumb_flex,33.0,100.0,0.9903257801174945,403.0,33.0,35.0,0.7058213168535897,1391.0,32.0,23.0,0.3358968490119783,-507.0,33.0,0.0,0.0,305.5,32.0,0.0,0.0,65.0,32.0,0.0,0.0,13.0,32.0,50.0,0.5485008010986496,897.0,33.0
2026-06-09T14:28:04.867,2.469269332999829,touch_ring,ramp,1.0,1410.5,1,thumb_flex,33.0,100.0,0.9903257801174945,351.0,33.0,37.05882352941177,0.7294880598153658,1410.5,32.0,23.0,0.3358968490119783,-260.0,33.0,0.0,0.0,279.5,32.0,0.0,0.0,117.0,32.0,15.294117647058824,0.1381857022964828,-65.0,32.0,35.294117647058826,0.4179293507286183,923.0,33.0
2026-06-09T14:28:05.029,2.630926833000558,touch_ring,ramp,1.0,1475.5,1,thumb_flex,33.0,100.0,0.9903257801174945,357.5,33.0,39.11764705882353,0.7573815518425269,1475.5,32.0,23.0,0.3352254520485236,-91.0,33.0,0.0,0.0,247.0,32.0,0.0,0.0,45.5,32.0,30.58823529411765,0.3065842679484245,-45.5,32.0,20.588235294117645,0.2550240329594873,708.5,33.0
2026-06-09T14:28:05.189,2.791355499997735,touch_ring,ramp,1.0,1469.0,1,thumb_flex,33.0,100.0,0.9903257801174945,305.5,33.0,41.17647058823529,0.7844357976653696,1469.0,32.0,23.0,0.3332112611581597,-91.0,33.0,0.0,0.0,260.0,32.0,0.0,0.0,45.5,32.0,45.88235294117647,0.47223620965896085,110.5,32.0,5.882352941176471,0.09517051956969558,721.5,33.0
2026-06-09T14:28:05.259,2.8611922080017393,touch_ring,ramp,1.0,1105.0,1,thumb_flex,33.0,100.0,0.9903257801174945,299.0,33.0,42.0,0.796276798657206,1105.0,32.0,23.0,0.3332112611581597,6.5,33.0,0.0,0.0,266.5,32.0,0.0,0.0,91.0,32.0,52.0,0.5445334554055085,266.5,32.0,0.0,0.025009536888685437,955.5,33.0
2026-06-09T14:28:05.412,3.0138027080029133,touch_ring,hold,1.0,1287.0,5,ring,33.0,100.0,0.9903257801174945,318.5,33.0,42.0,0.8081025406271458,780.0,32.0,23.0,0.3328755626764324,-6.5,33.0,0.0,0.0,273.0,32.0,0.0,0.0,97.5,32.0,52.0,0.5689326314183261,1287.0,32.0,0.0,0.0,97.5,33.0
2026-06-09T14:28:05.569,3.171050707998802,touch_ring,hold,1.0,1261.0,5,ring,33.0,100.0,0.9903257801174945,292.5,33.0,42.0,0.8081025406271458,793.0,32.0,23.0,0.3328755626764324,26.0,33.0,0.0,0.0,286.0,32.0,0.0,0.0,117.0,32.0,52.0,0.5689326314183261,1261.0,32.0,0.0,0.0,58.5,33.0
2026-06-09T14:28:05.725,3.327235249998921,touch_ring,hold,1.0,1293.5,5,ring,33.0,100.0,0.9903257801174945,325.0,33.0,42.0,0.8081025406271458,812.5,32.0,23.0,0.3328755626764324,0.0,33.0,0.0,0.0,266.5,32.0,0.0,0.0,65.0,32.0,52.0,0.5689326314183261,1293.5,32.0,0.0,0.0,104.0,33.0
2026-06-09T14:28:05.887,3.489036999999371,hold_ring,ramp,1.0,1280.5,5,ring,33.0,100.0,0.9903257801174945,318.5,33.0,42.0,0.8081025406271458,786.5,32.0,23.0,0.3328755626764324,-13.0,33.0,0.0,0.0,266.5,32.0,0.0,0.0,52.0,32.0,52.0,0.5689326314183261,1280.5,32.0,0.0,0.0,117.0,33.0
2026-06-09T14:28:05.990,3.5918502920030733,hold_ring,ramp,1.0,1287.0,5,ring,33.0,100.0,0.9903257801174945,429.0,33.0,42.0,0.8081025406271458,767.0,32.0,23.0,0.3328755626764324,13.0,33.0,0.0,0.0,260.0,32.0,0.0,0.0,97.5,32.0,52.0,0.5689326314183261,1287.0,32.0,0.0,0.0,91.0,33.0
2026-06-09T14:28:06.148,3.749540374999924,hold_ring,hold,1.0,1300.0,5,ring,33.0,100.0,0.9903257801174945,305.5,33.0,42.0,0.8081025406271458,773.5,32.0,23.0,0.3328755626764324,-6.5,33.0,0.0,0.0,260.0,32.0,0.0,0.0,97.5,32.0,52.0,0.5689326314183261,1300.0,32.0,0.0,0.0,97.5,33.0
2026-06-09T14:28:06.305,3.906610250000085,hold_ring,hold,1.0,1293.5,5,ring,33.0,100.0,0.9903257801174945,351.0,33.0,42.0,0.8081025406271458,799.5,32.0,23.0,0.3328755626764324,0.0,33.0,0.0,0.0,279.5,32.0,0.0,0.0,65.0,32.0,52.0,0.5689326314183261,1293.5,32.0,0.0,0.0,91.0,33.0
2026-06-09T14:28:06.458,4.059869374999835,hold_ring,hold,1.0,1300.0,5,ring,33.0,100.0,0.9903257801174945,377.0,33.0,42.0,0.8081025406271458,793.0,32.0,23.0,0.3328755626764324,6.5,33.0,0.0,0.0,279.5,32.0,0.0,0.0,78.0,32.0,52.0,0.5689326314183261,1300.0,32.0,0.0,0.0,91.0,33.0
2026-06-09T14:28:06.625,4.227527000002738,touch_middle,ramp,1.0,1358.5,0,thumb_abd,33.0,95.0,0.9788967727168688,-1358.5,33.0,42.0,0.8081025406271458,188.5,32.0,23.0,0.3281757839322499,-45.5,33.0,0.0,0.0,234.0,32.0,14.705882352941178,0.12506294346532387,195.0,32.0,36.705882352941174,0.4414129854276341,1085.5,32.0,0.0,0.0,71.5,33.0
2026-06-09T14:28:06.789,4.391526332998183,touch_middle,ramp,1.0,806.0,5,ring,34.0,90.0,0.9279316395819027,-663.0,33.0,42.0,0.795422293430991,247.0,32.0,23.0,0.3224689097428855,-39.0,33.0,0.0,0.0,260.0,32.0,29.411764705882355,0.29529259174486916,39.0,32.0,21.41176470588235,0.2632639047837034,806.0,32.0,0.0,0.0,97.5,34.0
2026-06-09T14:28:06.953,4.554614375003439,touch_middle,ramp,1.0,624.0,5,ring,34.0,85.0,0.8725719081406882,-494.0,33.0,42.0,0.7810635538261997,253.5,32.0,23.0,0.31677729457541765,-58.5,33.0,0.0,0.0,247.0,32.0,44.11764705882353,0.4527046616311895,110.5,32.0,6.117647058823529,0.09913786526283665,624.0,32.0,0.0,0.0,130.0,34.0
2026-06-09T14:28:07.023,4.625379582997994,touch_middle,ramp,1.0,643.5,0,thumb_abd,34.0,83.0,0.8541237506675822,-643.5,33.0,42.0,0.7742885481040666,312.0,32.0,23.0,0.31509880216678104,13.0,33.0,0.0,0.0,266.5,32.0,50.0,0.5186083772030213,487.5,32.0,0.0,0.02958724345769436,598.0,32.0,0.0,0.0,91.0,34.0
2026-06-09T14:28:07.179,4.7806207920002635,touch_middle,hold,1.0,1586.0,4,middle,34.0,83.0,0.8488441290913252,-767.0,33.0,42.0,0.7751430533302816,201.5,33.0,23.0,0.31509880216678104,32.5,33.0,0.0,0.0,266.5,32.0,50.0,0.5442282749675745,1586.0,32.0,0.0,0.0,39.0,32.0,0.0,0.0,78.0,34.0
2026-06-09T14:28:07.337,4.938853042003757,touch_middle,hold,1.0,1579.5,4,middle,34.0,83.0,0.8488441290913252,-773.5,33.0,42.0,0.7751430533302816,214.5,32.0,23.0,0.31509880216678104,39.0,33.0,0.0,0.0,260.0,32.0,50.0,0.5442282749675745,1579.5,32.0,0.0,0.0,39.0,32.0,0.0,0.0,110.5,34.0
2026-06-09T14:28:07.494,5.095731125002203,touch_middle,hold,1.0,1553.5,4,middle,34.0,83.0,0.8488441290913252,-819.0,33.0,42.0,0.7751430533302816,201.5,32.0,23.0,0.31509880216678104,6.5,33.0,0.0,0.0,299.0,32.0,50.0,0.5442282749675745,1553.5,32.0,0.0,0.0,58.5,33.0,0.0,0.0,110.5,34.0
