step,elapsed_s,target_0_thumb_abd,pos_0_thumb_abd,curr_ma_0_thumb_abd,temp_c_0_thumb_abd,target_1_thumb_flex,pos_1_thumb_flex,curr_ma_1_thumb_flex,temp_c_1_thumb_flex,target_2_thumb_tendon,pos_2_thumb_tendon,curr_ma_2_thumb_tendon,temp_c_2_thumb_tendon,target_3_index,pos_3_index,curr_ma_3_index,temp_c_3_index,target_4_middle,pos_4_middle,curr_ma_4_middle,temp_c_4_middle,target_5_ring,pos_5_ring,curr_ma_5_ring,temp_c_5_ring,target_6_pinky,pos_6_pinky,curr_ma_6_pinky,temp_c_6_pinky
0,0.45761825000226963,0.09405355916685741,0.07029831387808042,-214.5,33.0,0.08,0.0439459830624857,637.0,33.0,0.08032043945983063,0.05166704814221408,702.0,32.0,0.08,0.04452582589456016,-162.5,47.0,0.08028992141603723,0.04544136720836194,-533.0,50.0,0.08,0.046967269398031586,-318.5,35.0,0.08,0.04727244983596551,-357.5,35.0
1,0.5099581250033225,0.1740535591668574,,,,0.16,,,,0.16032043945983063,,,,0.16,,,,0.16028992141603723,,,,0.16,,,,0.16,,,
2,0.5642611250004848,0.2540535591668574,,,,0.24,,,,0.24032043945983061,,,,0.24,,,,0.24028992141603722,,,,0.24,,,,0.24,,,
3,0.615965832999791,0.3340535591668574,,,,0.32,,,,0.32032043945983063,,,,0.32,,,,0.32028992141603724,,,,0.32,,,,0.32,,,
4,0.6715047500038054,0.39661869406700134,,,,0.4,,,,0.40032043945983065,,,,0.2900000214576721,,,,0.40028992141603725,,,,0.4,,,,0.4,,,
5,0.7292674159980379,0.46661868691444397,0.4498970016021973,-572.0,33.0,0.48000000000000004,0.4336308842603189,728.0,33.0,0.48032043945983066,0.44428168154421294,344.5,32.0,0.2200000286102295,0.2425116350041962,1202.5,47.0,0.36000001430511475,0.3669794766155489,507.0,50.0,0.48000000000000004,0.4414129854276341,-299.0,35.0,0.48000000000000004,0.441718165865568,-507.0,35.0
6,0.7819939580003847,0.536618709564209,,,,0.56,,,,0.5299999713897705,,,,0.1825716197490692,,,,0.2900000214576721,,,,0.56,,,,0.56,,,
7,0.836464457999682,0.6066187620162964,,,,0.5204761028289795,,,,0.4599999785423279,,,,0.25257161259651184,,,,0.22984859347343445,,,,0.64,,,,0.5157557725906372,,,
8,0.8879267910015187,0.6766188144683838,,,,0.45047610998153687,,,,0.38999998569488525,,,,0.32257160544395447,,,,0.2791261076927185,,,,0.72,,,,0.5857558250427246,,,
9,0.9387962909968337,0.7466188669204712,,,,0.3984156847000122,,,,0.42421627044677734,,,,0.3925715982913971,,,,0.23173892498016357,,,,0.714318037033081,,,,0.655755877494812,,,
