step,elapsed_s,target_0_thumb_abd,pos_0_thumb_abd,curr_ma_0_thumb_abd,temp_c_0_thumb_abd,target_1_thumb_flex,pos_1_thumb_flex,curr_ma_1_thumb_flex,temp_c_1_thumb_flex,target_2_thumb_tendon,pos_2_thumb_tendon,curr_ma_2_thumb_tendon,temp_c_2_thumb_tendon,target_3_index,pos_3_index,curr_ma_3_index,temp_c_3_index,target_4_middle,pos_4_middle,curr_ma_4_middle,temp_c_4_middle,target_5_ring,pos_5_ring,curr_ma_5_ring,temp_c_5_ring,target_6_pinky,pos_6_pinky,curr_ma_6_pinky,temp_c_6_pinky
0,0.46053729206323624,0.09405355916685741,0.06941329060807203,-227.5,41.0,0.08,0.047333485923552306,578.5,42.0,0.08032043945983063,0.05267414358739605,689.0,43.0,0.08,0.04879835202563516,-149.5,43.0,0.08028992141603723,0.05125505455100328,-591.5,43.0,0.08,0.05062943465323873,-305.5,45.0,0.08,0.04879835202563516,-403.0,45.0
1,0.5159868751652539,0.1740535591668574,,,,0.16,,,,0.16032043945983063,,,,0.16,,,,0.06853330135345459,,,,0.16,,,,0.16,,,
2,0.5714257501531392,0.2540535591668574,,,,0.24,,,,0.24032043945983061,,,,0.24,,,,0.1485333013534546,,,,0.24,,,,0.24,,,
3,0.6261894169729203,0.3340535591668574,,,,0.32,,,,0.32032043945983063,,,,0.32,,,,0.14937162399291992,,,,0.32,,,,0.32,,,
4,0.6792092500254512,0.3930213969945907,,,,0.29754894971847534,,,,0.3271016123890877,,,,0.3933154046535492,,,,0.16586235165596008,,,,0.4,,,,0.4,,,
5,0.7376440840307623,0.42933486998081205,0.41651026169222555,-123.5,41.0,0.23610938847064974,0.24936293583581293,403.0,42.0,0.3849737292528152,0.3610589761196307,273.0,43.0,0.412627637386322,0.4005340657663844,162.5,43.0,0.12043675780296326,0.13078507667658504,650.0,44.0,0.36070823669433594,0.3675898374914168,591.5,45.0,0.48000000000000004,0.4383764400701915,-572.0,45.0
6,0.7930650420021266,0.4072346979379654,,,,0.24709563791751862,,,,0.41813942074775695,,,,0.44041910767555237,,,,0.20043675780296327,,,,0.44070823669433595,,,,0.56,,,
7,0.8468752920161933,0.4090853327512741,,,,0.3270956379175186,,,,0.4087649822235107,,,,0.4409807026386261,,,,0.13736075162887573,,,,0.520708236694336,,,,0.64,,,
8,0.9022884590085596,0.4045424342155457,,,,0.37558470606803895,,,,0.36002367347478864,,,,0.3609807026386261,,,,0.196183979511261,,,,0.5060777068138123,,,,0.72,,,
9,0.9562321251723915,0.42243164539337164,,,,0.3002891159057618,,,,0.29561392158269884,,,,0.28098070263862607,,,,0.20557135343551636,,,,0.4436768889427185,,,,0.7231984734535217,,,
10,1.0085177919827402,0.4531142443418503,0.43759822995346,-13.0,41.0,0.23690053641796113,0.26118867780575267,637.0,42.0,0.37561392158269885,0.3275043869687953,-104.0,43.0,0.3280998170375824,0.3023117418173495,767.0,43.0,0.1846352517604828,0.1888761730373083,390.0,44.0,0.3636768889427185,0.406332494087129,1306.5,45.0,0.6928861141204834,0.7001144426642252,591.5,45.0
11,1.063866375014186,0.43453768849372865,,,,0.2569390749931335,,,,0.42726583540439605,,,,0.4080998170375824,,,,0.11754539608955383,,,,0.4436768889427185,,,,0.7728861141204834,,,
12,1.1162272091023624,0.40938159704208377,,,,0.3098690581321717,,,,0.42026921540498735,,,,0.42541247606277466,,,,0.19754539608955385,,,,0.5236768889427185,,,,0.8528861141204833,,,
13,1.171641584020108,0.4406353455781936,,,,0.3118204295635224,,,,0.4282567667961121,,,,0.5054124760627746,,,,0.27754539608955386,,,,0.4531741440296173,,,,0.927003026008606,,,
14,1.2269780421629548,0.4343036460876465,,,,0.3132536482810975,,,,0.44455413162708285,,,,0.5714490413665771,,,,0.3575453960895539,,,,0.5331741440296173,,,,0.847003026008606,,,
15,1.2821126249618828,0.4473242795467377,0.4437476157778286,-39.0,41.0,0.32757066488265996,0.2992294193942168,1378.0,42.0,0.44589391112327575,0.44025329976348515,-461.5,43.0,0.5752736926078796,0.5628290226596475,1683.5,43.0,0.4375453960895539,0.40073243305104145,-344.5,43.0,0.45317414402961725,0.4810711833371481,903.5,45.0,0.8936165571212769,0.8755321583886473,481.0,45.0
16,1.3372931671328843,0.43070104777812956,,,,0.33934031426906586,,,,0.4459939467906952,,,,0.5117285847663879,,,,0.4019075334072113,,,,0.5331741440296173,,,,0.8655315637588501,,,
17,1.3925701670814306,0.40413950026035306,,,,0.37904006719589234,,,,0.3755696254968643,,,,0.4317285847663879,,,,0.3219075334072113,,,,0.5393614768981934,,,,0.8107891082763672,,,
