step,elapsed_s,target_0_thumb_abd,pos_0_thumb_abd,curr_ma_0_thumb_abd,temp_c_0_thumb_abd,target_1_thumb_flex,pos_1_thumb_flex,curr_ma_1_thumb_flex,temp_c_1_thumb_flex,target_2_thumb_tendon,pos_2_thumb_tendon,curr_ma_2_thumb_tendon,temp_c_2_thumb_tendon,target_3_index,pos_3_index,curr_ma_3_index,temp_c_3_index,target_4_middle,pos_4_middle,curr_ma_4_middle,temp_c_4_middle,target_5_ring,pos_5_ring,curr_ma_5_ring,temp_c_5_ring,target_6_pinky,pos_6_pinky,curr_ma_6_pinky,temp_c_6_pinky
0,0.4615746249910444,0.09405355916685741,0.07029831387808042,-110.5,31.0,0.08,0.04310673685816739,487.5,30.0,0.08032043945983063,0.05099565117875944,455.0,31.0,0.08,0.04055848020141909,-214.5,30.0,0.08028992141603723,0.05062943465323873,-377.0,31.0,0.08,0.04940871290150301,-344.5,30.0,0.08,0.04757763027389944,-552.5,31.0
1,0.5168729999568313,0.1740535591668574,,,,0.16,,,,0.16032043945983063,,,,0.16,,,,0.16028992141603723,,,,0.16,,,,0.16,,,
2,0.5705870829988271,0.2540535591668574,,,,0.24,,,,0.24032043945983061,,,,0.24,,,,0.24028992141603722,,,,0.24,,,,0.24,,,
3,0.6249849579762667,0.3340535591668574,,,,0.32,,,,0.32032043945983063,,,,0.32,,,,0.25456013679504397,,,,0.32,,,,0.32,,,
4,0.6805780830327421,0.41405355916685743,,,,0.4,,,,0.40032043945983065,,,,0.4,,,,0.26610364615917204,,,,0.4,,,,0.4,,,
5,0.7385473749600351,0.49405355916685745,0.4683604180971999,-487.5,31.0,0.3536979615688324,0.35501640344853896,357.5,30.0,0.48032043945983066,0.43993286030365447,507.0,32.0,0.4388393461704254,0.419150072480354,195.0,30.0,0.2343057304620743,0.24043640802624552,578.5,31.0,0.4024957656860352,0.39414053559166856,591.5,30.0,0.48000000000000004,0.4374608987563897,-637.0,31.0
6,0.7939281659200788,0.5740535591668574,,,,0.3903187930583954,,,,0.5603204394598307,,,,0.45829337537288667,,,,0.292937308549881,,,,0.4824957656860352,,,,0.56,,,
7,0.8494475409388542,0.5969511091709137,,,,0.4703187930583954,,,,0.6403204394598306,,,,0.45868649184703825,,,,0.24615252614021305,,,,0.5624957656860352,,,,0.64,,,
8,0.9047134160064161,0.5818081140518189,,,,0.5503187930583954,,,,0.5889414966106414,,,,0.3816696465015411,,,,0.28732878565788267,,,,0.5042543947696686,,,,0.7196172595024108,,,
9,0.9571920409798622,0.6414388179779053,,,,0.567630386352539,,,,0.5089414966106415,,,,0.3311491310596466,,,,0.2938999474048615,,,,0.46057382225990295,,,,0.6562389314174653,,,
10,1.01652529113926,0.7214388179779052,0.6994583047226672,-338.0,31.0,0.487630386352539,0.5004196231021592,455.0,30.0,0.5889414966106414,0.5530174715800718,117.0,32.0,0.3796698719263077,0.3602655069810025,435.5,30.0,0.27924467623233795,0.2792706187533379,357.5,31.0,0.3911530911922455,0.41243610284580756,1339.0,30.0,0.6350202798843384,0.6394140535591668,578.5,31.0
11,1.0718566251453012,0.6817922949790954,,,,0.4231302499771118,,,,0.6689414966106414,,,,0.4376086354255676,,,,0.23228177726268773,,,,0.4711530911922455,,,,0.7150202798843384,,,
12,1.126998000079766,0.6017922949790955,,,,0.5031302499771118,,,,0.7228204786777497,,,,0.44778873324394225,,,,0.2891802340745926,,,,0.5511530911922455,,,,0.7753145873546601,,,
13,1.1781711659859866,0.6817922949790954,,,,0.5831302499771117,,,,0.7405705928802491,,,,0.5277887332439423,,,,0.3620498925447464,,,,0.4711530911922455,,,,0.7989021182060241,,,
14,1.2303043329156935,0.6810121536254883,,,,0.6108454942703248,,,,0.7767869591712951,,,,0.550014328956604,,,,0.4117892861366272,,,,0.5511530911922455,,,,0.7189021182060241,,,
15,1.2824108330532908,0.7244142651557922,0.7143968871595331,-318.5,31.0,0.6585688829421997,0.6213015945677882,1053.0,30.0,0.7797642469406127,0.7711299305714504,-546.0,32.0,0.5526915848255157,0.5457541771572442,721.5,30.0,0.4917892861366272,0.45168230716411073,-377.0,31.0,0.4711530911922455,0.4990768291752498,819.0,30.0,0.7755315899848938,0.7507591363393606,318.5,31.0
16,1.335206458112225,0.6690034925937652,,,,0.6978010475635529,,,,0.7799865484237671,,,,0.5082100093364715,,,,0.4313352733850479,,,,0.5511530911922455,,,,0.755872094631195,,,
17,1.3907236659433693,0.5890034925937653,,,,0.7778010475635528,,,,0.6999865484237672,,,,0.4282100093364715,,,,0.3702778428792953,,,,0.5275530338287353,,,,0.717552375793457,,,
18,1.4461700411047786,0.6221787810325623,,,,0.6978010475635529,,,,0.6199865484237672,,,,0.3482100093364715,,,,0.30426694452762604,,,,0.46385867297649386,,,,0.6646728277206421,,,
19,1.5017418749630451,0.7021787810325623,,,,0.6178010475635529,,,,0.6475516080856323,,,,0.3792081415653229,,,,0.23384765088558201,,,,0.39793656170368197,,,,0.6597728908061982,,,
20,1.5593931660987437,0.6644461452960968,0.6775005722133212,-71.5,31.0,0.537801047563553,0.5621271076523995,663.0,31.0,0.7275516080856322,0.6872358281834134,156.0,32.0,0.4438867747783661,0.40907911802853436,13.0,31.0,0.2438214898109436,0.24043640802624552,260.0,31.0,0.477936561703682,0.4341039139391165,-19.5,30.0,0.721261990070343,0.6915693904020752,97.5,31.0
21,1.6147565410938114,0.5934434771537781,,,,0.6166440665721893,,,,0.7130574882030487,,,,0.42808797359466555,,,,0.28185227513313293,,,,0.557936561703682,,,,0.7767877101898193,,,
22,1.6702079160604626,0.6734434771537781,,,,0.5761346697807312,,,,0.7605718433856964,,,,0.5080879735946655,,,,0.36185227513313295,,,,0.477936561703682,,,,0.8016246438026429,,,
23,1.7246472500264645,0.6770456910133362,,,,0.627011501789093,,,,0.7711897850036621,,,,0.5313023686408996,,,,0.40662561655044555,,,,0.557936561703682,,,,0.7216246438026429,,,
24,1.7800540409516543,0.70765061378479,,,,0.68569296002388,,,,0.767407488822937,,,,0.5125950396060943,,,,0.48662561655044556,,,,0.4804674059152603,,,,0.7804750025272369,,,
25,1.8350794159341604,0.6902925312519074,0.7056229495689327,-773.5,31.0,0.7111777305603028,0.6635538261997406,2730.0,31.0,0.7923307895660401,0.7765011062790875,-949.0,32.0,0.5121805608272553,0.5106736858167391,117.0,31.0,0.40662561655044555,0.43428702220187687,936.0,31.0,0.5604674059152603,0.5201190203707943,-78.0,30.0,0.7004750025272369,0.7287861448081178,1027.0,31.0
26,1.890182000119239,0.6102925312519074,,,,0.7911777305603027,,,,0.7123307895660401,,,,0.43218056082725526,,,,0.3486559152603149,,,,0.5413363933563232,,,,0.7072791934013367,,,
27,1.9422770829405636,0.6322777271270752,,,,0.7111777305603028,,,,0.6323307895660402,,,,0.35225277245044706,,,,0.29693020284175875,,,,0.4699312627315521,,,,0.6409402251243591,,,
28,1.9974950831383467,0.7122777271270752,,,,0.6311777305603028,,,,0.6460114359855652,,,,0.38410394787788393,,,,0.22757209837436676,,,,0.4002790510654449,,,,0.6576470911502839,,,
