timestamp,elapsed_s,channel,channel_name,phase,target_value,event,max_abs_current_ma,max_abs_current_channel,max_abs_current_channel_name,max_temp_c,cmd_0_thumb_abd,pos_0_thumb_abd,curr_ma_0_thumb_abd,temp_c_0_thumb_abd,cmd_1_thumb_flex,pos_1_thumb_flex,curr_ma_1_thumb_flex,temp_c_1_thumb_flex,cmd_2_thumb_tendon,pos_2_thumb_tendon,curr_ma_2_thumb_tendon,temp_c_2_thumb_tendon,cmd_3_index,pos_3_index,curr_ma_3_index,temp_c_3_index,cmd_4_middle,pos_4_middle,curr_ma_4_middle,temp_c_4_middle,cmd_5_ring,pos_5_ring,curr_ma_5_ring,temp_c_5_ring,cmd_6_pinky,pos_6_pinky,curr_ma_6_pinky,temp_c_6_pinky
2026-06-26T10:51:04.124,1.9540711250156164,0,thumb_abd,hold,0.0,ok,331.5,0,thumb_abd,38.0,0.0,0.009658960860608835,-331.5,38.0,0.0,0.0,273.0,37.0,0.00032043945983062307,0.00032043945983062307,65.0,35.0,0.0,0.0,78.0,35.0,0.000289921416037232,0.0,32.5,34.0,0.0,0.0,136.5,35.0,0.0,0.0,97.5,36.0
2026-06-26T10:51:04.640,2.4694963329238817,0,thumb_abd,hold,0.05,ok,266.5,1,thumb_flex,38.0,0.05,0.04919508659494927,0.0,38.0,0.0,0.0,266.5,37.0,0.00032043945983062307,0.00032043945983062307,65.0,35.0,0.0,0.0,84.5,35.0,0.000289921416037232,0.0,45.5,34.0,0.0,0.0,123.5,35.0,0.0,0.0,78.0,36.0
2026-06-26T10:51:05.157,2.9870172499213368,0,thumb_abd,hold,0.1,ok,260.0,1,thumb_flex,38.0,0.1,0.09840543221179524,39.0,38.0,0.0,0.0,260.0,37.0,0.00032043945983062307,0.00032043945983062307,58.5,35.0,0.0,0.0,71.5,35.0,0.000289921416037232,0.0,52.0,34.0,0.0,0.0,123.5,35.0,0.0,0.0,78.0,36.0
2026-06-26T10:51:05.675,3.5046892079990357,0,thumb_abd,hold,0.15,ok,156.0,1,thumb_flex,38.0,0.15,0.14850080109864958,39.0,38.0,0.0,0.0,156.0,37.0,0.00032043945983062307,0.00032043945983062307,65.0,35.0,0.0,0.0,71.5,35.0,0.000289921416037232,0.0,45.5,34.0,0.0,0.0,117.0,35.0,0.0,0.0,97.5,36.0
2026-06-26T10:51:06.191,4.021047250018455,0,thumb_abd,hold,0.2,ok,130.0,5,ring,38.0,0.2,0.19682612344548717,91.0,38.0,0.0,0.0,71.5,37.0,0.00032043945983062307,0.00032043945983062307,71.5,35.0,0.0,0.0,71.5,35.0,0.000289921416037232,0.0,39.0,34.0,0.0,0.0,130.0,35.0,0.0,0.0,91.0,36.0
2026-06-26T10:51:06.710,4.5398747499566525,0,thumb_abd,hold,0.25,ok,123.5,5,ring,38.0,0.25,0.2460364690623331,110.5,38.0,0.0,0.0,58.5,37.0,0.00032043945983062307,0.00032043945983062307,65.0,35.0,0.0,0.0,58.5,35.0,0.000289921416037232,0.0,32.5,34.0,0.0,0.0,123.5,35.0,0.0,0.0,97.5,36.0
2026-06-26T10:51:07.228,5.057918582926504,0,thumb_abd,hold,0.3,ok,123.5,5,ring,38.0,0.3,0.29700160219729915,84.5,38.0,0.0,0.0,65.0,37.0,0.00032043945983062307,0.00032043945983062307,65.0,35.0,0.0,0.0,71.5,35.0,0.000289921416037232,0.0,39.0,34.0,0.0,0.0,123.5,35.0,0.0,0.0,97.5,36.0
2026-06-26T10:51:07.742,5.571960249915719,0,thumb_abd,hold,0.35,ok,136.5,0,thumb_abd,38.0,0.35,0.3453421835660334,136.5,38.0,0.0,0.0,58.5,37.0,0.00032043945983062307,0.00032043945983062307,71.5,35.0,0.0,0.0,78.0,35.0,0.000289921416037232,0.0,39.0,34.0,0.0,0.0,123.5,35.0,0.0,0.0,78.0,36.0
2026-06-26T10:51:08.258,6.087761499918997,0,thumb_abd,hold,0.4,ok,136.5,5,ring,38.0,0.4,0.3963073167009995,104.0,38.0,0.0,0.0,58.5,37.0,0.00032043945983062307,0.00032043945983062307,65.0,35.0,0.0,0.0,65.0,35.0,0.000289921416037232,0.0,39.0,34.0,0.0,0.0,136.5,35.0,0.0,0.0,97.5,36.0
2026-06-26T10:51:08.780,6.6096307499101385,0,thumb_abd,hold,0.45,ok,117.0,5,ring,38.0,0.45,0.44727244983596554,91.0,38.0,0.0,0.0,58.5,37.0,0.00032043945983062307,0.00032043945983062307,71.5,35.0,0.0,0.0,78.0,35.0,0.000289921416037232,0.0,45.5,34.0,0.0,0.0,117.0,35.0,0.0,0.0,97.5,36.0
2026-06-26T10:51:09.293,7.122574541019276,0,thumb_abd,hold,0.5,ok,123.5,5,ring,38.0,0.5,0.4964827954528115,117.0,38.0,0.0,0.0,65.0,37.0,0.00032043945983062307,0.00032043945983062307,65.0,35.0,0.0,0.0,78.0,35.0,0.000289921416037232,0.0,45.5,34.0,0.0,0.0,123.5,35.0,0.0,0.0,97.5,36.0
2026-06-26T10:51:09.811,7.641395875019953,0,thumb_abd,hold,0.55,ok,123.5,5,ring,38.0,0.55,0.5474479285877776,71.5,38.0,0.0,0.0,65.0,37.0,0.00032043945983062307,0.00032043945983062307,65.0,35.0,0.0,0.0,71.5,35.0,0.000289921416037232,0.0,39.0,34.0,0.0,0.0,123.5,35.0,0.0,0.0,84.5,36.0
2026-06-26T10:51:10.334,8.164166874950752,0,thumb_abd,hold,0.6,ok,123.5,5,ring,38.0,0.6,0.5975280384527352,71.5,38.0,0.0,0.0,58.5,37.0,0.00032043945983062307,0.00032043945983062307,58.5,35.0,0.0,0.0,71.5,35.0,0.000289921416037232,0.0,39.0,34.0,0.0,0.0,123.5,35.0,0.0,0.0,97.5,36.0
2026-06-26T10:51:10.852,8.681831124937162,0,thumb_abd,hold,0.65,ok,130.0,5,ring,38.0,0.65,0.6476234073395895,58.5,38.0,0.0,0.0,65.0,37.0,0.00032043945983062307,0.00032043945983062307,65.0,35.0,0.0,0.0,71.5,35.0,0.000289921416037232,0.0,39.0,34.0,0.0,0.0,130.0,35.0,0.0,0.0,97.5,36.0
2026-06-26T10:51:11.368,9.197567207971588,0,thumb_abd,hold,0.7,ok,110.5,5,ring,38.0,0.7,0.7003433279926756,-13.0,38.0,0.0,0.0,58.5,37.0,0.00032043945983062307,0.00032043945983062307,65.0,35.0,0.0,0.0,78.0,35.0,0.000289921416037232,0.0,32.5,34.0,0.0,0.0,110.5,35.0,0.0,0.0,97.5,36.0
2026-06-26T10:51:14.039,11.86932308296673,1,thumb_flex,hold,0.0,ok,461.5,0,thumb_abd,38.0,0.014053559166857405,0.025482566567483024,-461.5,38.0,0.0,0.0,273.0,36.0,0.00032043945983062307,0.00032043945983062307,71.5,35.0,0.0,0.0,78.0,35.0,0.000289921416037232,0.0,39.0,34.0,0.0,0.0,130.0,35.0,0.0,0.0,91.0,36.0
2026-06-26T10:51:14.557,12.387398082995787,1,thumb_flex,hold,0.05,ok,1410.5,1,thumb_flex,38.0,0.014053559166857405,0.025482566567483024,-461.5,38.0,0.05,0.02281223773556115,1410.5,36.0,0.00032043945983062307,0.00032043945983062307,52.0,35.0,0.0,0.0,58.5,35.0,0.000289921416037232,0.0,26.0,34.0,0.0,0.0,123.5,35.0,0.0,0.0,97.5,36.0
2026-06-26T10:51:15.071,12.901222040993161,1,thumb_flex,hold,0.1,ok,1898.0,1,thumb_flex,38.0,0.014053559166857405,0.025482566567483024,-468.0,38.0,0.1,0.06761272602426184,1898.0,37.0,0.00032043945983062307,0.0,52.0,35.0,0.0,0.0,84.5,35.0,0.000289921416037232,0.0,58.5,34.0,0.0,0.0,143.0,35.0,0.0,0.0,84.5,36.0
2026-06-26T10:51:15.587,13.416875624912791,1,thumb_flex,hold,0.15,ok,2002.0,1,thumb_flex,38.0,0.014053559166857405,0.025482566567483024,-481.0,38.0,0.15,0.11663996337834745,2002.0,37.0,0.00032043945983062307,0.0,19.5,35.0,0.0,0.0,97.5,35.0,0.000289921416037232,0.0,71.5,34.0,0.0,0.0,104.0,35.0,0.0,0.0,104.0,36.0
2026-06-26T10:51:16.101,13.931197040947154,1,thumb_flex,hold,0.2,ok,2099.5,1,thumb_flex,38.0,0.014053559166857405,0.025482566567483024,-494.0,38.0,0.2,0.16566720073243305,2099.5,37.0,0.00032043945983062307,0.0,65.0,35.0,0.0,0.0,45.5,35.0,0.000289921416037232,0.0,6.5,34.0,0.0,0.0,149.5,35.0,0.0,0.0,65.0,36.0
2026-06-26T10:51:16.620,14.44964349991642,1,thumb_flex,hold,0.25,skip_channel,2645.5,1,thumb_flex,38.0,0.014053559166857405,0.025482566567483024,-409.5,38.0,0.25,0.20624093995574883,2645.5,37.0,0.00032043945983062307,0.0,45.5,35.0,0.0,0.0,58.5,35.0,0.000289921416037232,0.0,71.5,34.0,0.0,0.0,130.0,35.0,0.0,0.0,110.5,36.0
2026-06-26T10:51:17.682,15.511617708019912,1,thumb_flex,recovered,0.0,after_skip,325.0,0,thumb_abd,38.0,0.014053559166857405,0.022842755779354542,-325.0,38.0,0.0,0.0,195.0,37.0,0.00032043945983062307,0.0,39.0,35.0,0.0,0.0,71.5,35.0,0.000289921416037232,0.0,39.0,34.0,0.0,0.0,123.5,35.0,0.0,0.0,91.0,36.0
2026-06-26T10:51:18.094,15.923740583006293,2,thumb_tendon,hold,0.0,ok,331.5,0,thumb_abd,38.0,0.014053559166857405,0.022842755779354542,-331.5,38.0,0.0,0.0,208.0,37.0,0.0,0.0,45.5,35.0,0.0,0.0,71.5,35.0,0.000289921416037232,0.0,45.5,34.0,0.0,0.0,123.5,35.0,0.0,0.0,97.5,36.0
2026-06-26T10:51:18.610,16.439720499911346,2,thumb_tendon,hold,0.05,ok,344.5,0,thumb_abd,38.0,0.014053559166857405,0.022842755779354542,-344.5,38.0,0.0,0.0,201.5,38.0,0.05,0.047638666361486226,-227.5,35.0,0.0,0.0,78.0,35.0,0.000289921416037232,0.0,26.0,34.0,0.0,0.0,117.0,35.0,0.0,0.0,97.5,36.0
2026-06-26T10:51:19.132,16.961571332998574,2,thumb_tendon,hold,0.1,ok,331.5,0,thumb_abd,38.0,0.014053559166857405,0.022842755779354542,-331.5,38.0,0.0,0.0,201.5,38.0,0.1,0.09663538567177844,-331.5,35.0,0.0,0.0,65.0,35.0,0.000289921416037232,0.0,39.0,34.0,0.0,0.0,123.5,35.0,0.0,0.0,97.5,36.0
2026-06-26T10:51:19.647,17.477339625009336,2,thumb_tendon,hold,0.15,ok,364.0,2,thumb_tendon,38.0,0.014053559166857405,0.022842755779354542,-318.5,38.0,0.0,0.0,214.5,38.0,0.15,0.14596780346379798,-364.0,35.0,0.0,0.0,71.5,35.0,0.000289921416037232,0.0,26.0,34.0,0.0,0.0,136.5,35.0,0.0,0.0,104.0,36.0
2026-06-26T10:51:20.163,17.993374415906146,2,thumb_tendon,hold,0.2,ok,403.0,2,thumb_tendon,38.0,0.014053559166857405,0.022842755779354542,-338.0,38.0,0.0,0.0,201.5,38.0,0.2,0.19597161821927214,-403.0,35.0,0.0,0.0,78.0,35.0,0.000289921416037232,0.0,52.0,34.0,0.0,0.0,117.0,35.0,0.0,0.0,104.0,36.0
2026-06-26T10:51:20.677,18.507144332979806,2,thumb_tendon,hold,0.25,ok,403.0,2,thumb_tendon,38.0,0.014053559166857405,0.022842755779354542,-331.5,38.0,0.0,0.0,208.0,38.0,0.25,0.2459601739528496,-403.0,35.0,0.0,0.0,65.0,35.0,0.000289921416037232,0.0,39.0,34.0,0.0,0.0,123.5,35.0,0.0,0.0,91.0,36.0
2026-06-26T10:51:21.192,19.021572957979515,2,thumb_tendon,hold,0.3,ok,461.5,2,thumb_tendon,38.0,0.014053559166857405,0.022842755779354542,-338.0,38.0,0.0,0.0,208.0,38.0,0.3,0.29529259174486916,-461.5,35.0,0.0,0.0,58.5,35.0,0.000289921416037232,0.0,52.0,34.0,0.0,0.0,130.0,35.0,0.0,0.0,91.0,36.0
