timestamp,elapsed_s,channel,channel_name,phase,target_value,max_abs_current_ma,max_abs_current_channel,max_abs_current_channel_name,max_temp_c,cmd_0_thumb_abd,pos_0_thumb_abd,curr_ma_0_thumb_abd,temp_c_0_thumb_abd,cmd_1_thumb_flex,pos_1_thumb_flex,curr_ma_1_thumb_flex,temp_c_1_thumb_flex,cmd_2_thumb_tendon,pos_2_thumb_tendon,curr_ma_2_thumb_tendon,temp_c_2_thumb_tendon,cmd_3_index,pos_3_index,curr_ma_3_index,temp_c_3_index,cmd_4_middle,pos_4_middle,curr_ma_4_middle,temp_c_4_middle,cmd_5_ring,pos_5_ring,curr_ma_5_ring,temp_c_5_ring,cmd_6_pinky,pos_6_pinky,curr_ma_6_pinky,temp_c_6_pinky
2026-06-16T14:28:48.151,1.9604967079940252,0,thumb_abd,hold,0.0,344.5,3,index,32.0,0.0,0.005264362554360266,-188.5,31.0,0.0,0.0,136.5,31.0,0.00032043945983062307,0.0,0.0,31.0,0.0,0.0,344.5,31.0,0.000289921416037232,0.0,84.5,30.0,0.0,0.0,149.5,30.0,0.0,0.0,338.0,32.0
2026-06-16T14:28:48.674,2.4841996670002118,0,thumb_abd,hold,0.05,357.5,3,index,32.0,0.05,0.043930724040588995,169.0,31.0,0.0,0.0,130.0,31.0,0.00032043945983062307,0.0,6.5,31.0,0.0,0.0,357.5,31.0,0.000289921416037232,0.0,97.5,30.0,0.0,0.0,149.5,30.0,0.0,0.0,338.0,32.0
2026-06-16T14:28:49.193,3.002630417002365,0,thumb_abd,hold,0.1,344.5,3,index,32.0,0.1,0.09401083390554665,175.5,31.0,0.0,0.0,130.0,31.0,0.00032043945983062307,0.0,-6.5,31.0,0.0,0.0,344.5,31.0,0.000289921416037232,0.0,104.0,30.0,0.0,0.0,143.0,30.0,0.0,0.0,318.5,32.0
2026-06-16T14:28:49.712,3.521882542001549,0,thumb_abd,hold,0.15,338.0,3,index,32.0,0.15,0.1432211795223926,188.5,31.0,0.0,0.0,149.5,31.0,0.00032043945983062307,0.0,0.0,31.0,0.0,0.0,338.0,31.0,0.000289921416037232,0.0,97.5,31.0,0.0,0.0,130.0,30.0,0.0,0.0,338.0,32.0
2026-06-16T14:28:50.229,4.038595499994699,0,thumb_abd,hold,0.2,351.0,3,index,32.0,0.2,0.193316548409247,208.0,31.0,0.0,0.0,136.5,31.0,0.00032043945983062307,0.0,0.0,31.0,0.0,0.0,351.0,31.0,0.000289921416037232,0.0,104.0,31.0,0.0,0.0,143.0,30.0,0.0,0.0,344.5,32.0
2026-06-16T14:28:50.749,4.558618707989808,0,thumb_abd,hold,0.25,338.0,3,index,32.0,0.25,0.24252689402609293,221.0,31.0,0.0,0.0,123.5,31.0,0.00032043945983062307,0.0,0.0,31.0,0.0,0.0,338.0,31.0,0.000289921416037232,0.0,97.5,30.0,0.0,0.0,156.0,30.0,0.0,0.0,331.5,32.0
2026-06-16T14:28:51.269,5.078500083007384,0,thumb_abd,hold,0.3,357.5,3,index,32.0,0.3,0.2908522163729305,279.5,31.0,0.0,0.0,91.0,31.0,0.00032043945983062307,0.0,6.5,31.0,0.0,0.0,357.5,31.0,0.000289921416037232,0.0,104.0,31.0,0.0,0.0,149.5,30.0,0.0,0.0,344.5,32.0
2026-06-16T14:28:51.787,5.596962208044715,0,thumb_abd,hold,0.35,344.5,3,index,32.0,0.35,0.34006256198977647,325.0,31.0,0.0,0.0,58.5,31.0,0.00032043945983062307,0.0,0.0,31.0,0.0,0.0,344.5,31.0,0.000289921416037232,0.0,91.0,31.0,0.0,0.0,143.0,30.0,0.0,0.0,331.5,32.0
2026-06-16T14:28:52.303,6.11279529199237,0,thumb_abd,hold,0.4,357.5,0,thumb_abd,32.0,0.4,0.39015793087663087,357.5,31.0,0.0,0.0,71.5,31.0,0.00032043945983062307,0.0,0.0,31.0,0.0,0.0,344.5,31.0,0.000289921416037232,0.0,91.0,31.0,0.0,0.0,143.0,31.0,0.0,0.0,344.5,32.0
2026-06-16T14:28:52.824,6.634111958032008,0,thumb_abd,hold,0.45,331.5,3,index,32.0,0.45,0.44112306401159684,279.5,31.0,0.0,0.0,71.5,31.0,0.00032043945983062307,0.0,0.0,31.0,0.0,0.0,331.5,31.0,0.000289921416037232,0.0,91.0,31.0,0.0,0.0,156.0,30.0,0.0,0.0,325.0,32.0
