timestamp,elapsed_s,label,max_abs_current_ma,max_temp_c,mapping_candidate,target_0_thumb_abd,pos_0_thumb_abd,curr_ma_0_thumb_abd,temp_c_0_thumb_abd,raw_sim_action_0_thumb_abd,sim_ctrl_0_thumb_abd,sim_norm_0_thumb_abd,real_target_preclip_0_thumb_abd,real_target_after_clip_0_thumb_abd,target_1_thumb_flex,pos_1_thumb_flex,curr_ma_1_thumb_flex,temp_c_1_thumb_flex,raw_sim_action_1_thumb_flex,sim_ctrl_1_thumb_flex,sim_norm_1_thumb_flex,real_target_preclip_1_thumb_flex,real_target_after_clip_1_thumb_flex,target_2_thumb_tendon,pos_2_thumb_tendon,curr_ma_2_thumb_tendon,temp_c_2_thumb_tendon,raw_sim_action_2_thumb_tendon,sim_ctrl_2_thumb_tendon,sim_norm_2_thumb_tendon,real_target_preclip_2_thumb_tendon,real_target_after_clip_2_thumb_tendon,target_3_index,pos_3_index,curr_ma_3_index,temp_c_3_index,raw_sim_action_3_index,sim_ctrl_3_index,sim_norm_3_index,real_target_preclip_3_index,real_target_after_clip_3_index,target_4_middle,pos_4_middle,curr_ma_4_middle,temp_c_4_middle,raw_sim_action_4_middle,sim_ctrl_4_middle,sim_norm_4_middle,real_target_preclip_4_middle,real_target_after_clip_4_middle,target_5_ring,pos_5_ring,curr_ma_5_ring,temp_c_5_ring,raw_sim_action_5_ring,sim_ctrl_5_ring,sim_norm_5_ring,real_target_preclip_5_ring,real_target_after_clip_5_ring,target_6_pinky,pos_6_pinky,curr_ma_6_pinky,temp_c_6_pinky,raw_sim_action_6_pinky,sim_ctrl_6_pinky,sim_norm_6_pinky,real_target_preclip_6_pinky,real_target_after_clip_6_pinky
2026-07-03T15:51:07.230,1.5493087909417227,initial_rest,175.5,36.0,,0.014053559166857405,0.015808346684977492,-104.0,34.0,,,,,,0.0,0.0,175.5,35.0,,,,,,0.00032043945983062307,0.0,26.0,35.0,,,,,,0.0,0.0,71.5,35.0,,,,,,0.000289921416037232,0.000289921416037232,0.0,36.0,,,,,,0.0,0.0,130.0,35.0,,,,,,0.0,0.0,91.0,35.0,,,,,
2026-07-03T15:51:07.320,1.6397482909960672,pregrasp_0,429.0,36.0,,0.033715762569619286,0.030746929121843288,19.5,34.0,,,,,,0.006666666666666666,0.0,429.0,35.0,,,,,,0.0069604028381780704,0.0063630121309224096,6.5,35.0,,,,,,0.009999999999999998,0.006088349736781872,344.5,35.0,,,,,,0.010265761298034129,0.009140154116121157,19.5,36.0,,,,,,0.009999999999999998,0.006698710612649729,403.0,35.0,,,,,,0.009999999999999998,0.007919432364385443,175.5,35.0,,,,,
2026-07-03T15:51:07.411,1.7303116250550374,pregrasp_1,526.5,36.0,,0.05337796597238117,0.04919508659494927,78.0,34.0,,,,,,0.013333333333333332,0.0,526.5,34.0,,,,,,0.013600366216525519,0.012741283283741514,0.0,35.0,,,,,,0.019999999999999997,0.01585412375066758,195.0,35.0,,,,,,0.020241601180031023,0.019516289005874723,58.5,36.0,,,,,,0.019999999999999997,0.015548943312733656,396.5,35.0,,,,,,0.019999999999999997,0.017380025940337225,182.0,35.0,,,,,
2026-07-03T15:51:07.500,1.8197077909717336,pregrasp_2,669.5,36.0,,0.07304016937514306,0.06852826733806364,97.5,34.0,,,,,,0.02,0.005065995269703212,546.0,35.0,,,,,,0.020240329594872968,0.019455252918287938,-13.0,35.0,,,,,,0.03,0.025314717326619364,461.5,35.0,,,,,,0.030217441062027922,0.028976882581826503,71.5,36.0,,,,,,0.03,0.02439917601281758,669.5,35.0,,,,,,0.03,0.027450980392156862,214.5,35.0,,,,,
2026-07-03T15:51:07.591,1.9100245829904452,pregrasp_3,500.5,36.0,,0.09270237277790494,0.08874647135118639,110.5,34.0,,,,,,0.026666666666666665,0.01351949340047303,500.5,35.0,,,,,,0.026880292973220414,0.02583352407110704,-58.5,35.0,,,,,,0.039999999999999994,0.035385671778439,455.0,35.0,,,,,,0.040193280944024815,0.03904783703364614,13.0,36.0,,,,,,0.039999999999999994,0.035996032654306856,396.5,35.0,,,,,,0.039999999999999994,0.03721675440604257,240.5,35.0,,,,,
2026-07-03T15:51:07.680,1.9995952500030398,pregrasp_4,598.0,36.0,,0.11236457618066682,0.10894941634241245,32.5,34.0,,,,,,0.03333333333333333,0.01858548867017624,578.5,35.0,,,,,,0.03352025635156786,0.03187609674219882,-91.0,35.0,,,,,,0.05,0.04483100633249409,429.0,35.0,,,,,,0.05016912082602172,0.049103532463569084,-6.5,36.0,,,,,,0.05,0.045136186770428015,598.0,35.0,,,,,,0.05,0.046967269398031586,292.5,35.0,,,,,
2026-07-03T15:51:07.770,2.0897450000047684,pregrasp_5,663.0,36.0,,0.1320267795834287,0.1282825970855268,71.5,34.0,,,,,,0.04,0.025345235370412757,591.5,35.0,,,,,,0.04016021972991531,0.03825436789501793,-32.5,35.0,,,,,,0.06,0.05429159990844587,604.5,35.0,,,,,,0.06014496070801861,0.05825894560158694,104.0,36.0,,,,,,0.06,0.05520714122224765,663.0,35.0,,,,,,0.06,0.05673304341191729,344.5,35.0,,,,,
2026-07-03T15:51:07.860,2.179498541052453,pregrasp_6,643.5,36.0,,0.1516889829861906,0.1476157778286412,65.0,34.0,,,,,,0.04666666666666667,0.032120241092545965,578.5,35.0,,,,,,0.04680018310826276,0.04461738002594034,-162.5,35.0,,,,,,0.07,0.06466773479819944,591.5,35.0,,,,,,0.07012080059001552,0.06741435873960479,227.5,36.0,,,,,,0.07,0.06466773479819944,643.5,35.0,,,,,,0.07,0.06680399786373693,305.5,35.0,,,,,
2026-07-03T15:51:07.949,2.2679478749632835,pregrasp_7,669.5,36.0,,0.17135118638895247,0.16958876935988404,-71.5,34.0,,,,,,0.05333333333333333,0.03887998779278248,585.0,35.0,,,,,,0.053440146486610204,0.05133134966048676,-188.5,35.0,,,,,,0.07999999999999999,0.07443350881208514,637.0,35.0,,,,,,0.0800966404720124,0.07626459143968872,331.5,36.0,,,,,,0.07999999999999999,0.07473868925001907,669.5,35.0,,,,,,0.07999999999999999,0.07656977187762265,318.5,35.0,,,,,
2026-07-03T15:51:08.039,2.3585372909437865,pregrasp_8,643.5,36.0,,0.19101338979171434,0.1889219501029984,71.5,34.0,,,,,,0.06,0.0439459830624857,637.0,35.0,,,,,,0.060080109864957654,0.05770962081330587,-169.0,35.0,,,,,,0.09,0.08448920424200809,591.5,35.0,,,,,,0.0900724803540093,0.08601510643167773,357.5,36.0,,,,,,0.09,0.08509956511787595,643.5,35.0,,,,,,0.09,0.08632028686961166,487.5,35.0,,,,,
