timestamp,mode,channel,score_all_abs_ma,max_abs_current_ma,max_temp_c,slider_0,cmd_norm_0,pos_norm_0,err_norm_0,curr_ma_0,temp_c_0,slider_1,cmd_norm_1,pos_norm_1,err_norm_1,curr_ma_1,temp_c_1,slider_2,cmd_norm_2,pos_norm_2,err_norm_2,curr_ma_2,temp_c_2,slider_3,cmd_norm_3,pos_norm_3,err_norm_3,curr_ma_3,temp_c_3,slider_4,cmd_norm_4,pos_norm_4,err_norm_4,curr_ma_4,temp_c_4,slider_5,cmd_norm_5,pos_norm_5,err_norm_5,curr_ma_5,temp_c_5,slider_6,cmd_norm_6,pos_norm_6,err_norm_6,curr_ma_6,temp_c_6
1780973832.251786,baseline,,406.25,123.5,37.0,0.15,0.15,0.15025558861676966,0.00025558861676966416,8.125,33.0,0.036,0.036,0.032120241092545965,-0.0038797589074540326,123.5,37.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-26.0,34.0,0.0,0.0,0.0,0.0,108.875,33.0,0.0,0.0,0.0,0.0,16.25,32.0,0.0,0.0,0.0,0.0,32.5,32.0,0.0,0.0,0.0,0.0,91.0,34.0
1780973833.319765,sweep,0,942.5,469.625,37.0,0.125,0.125,0.13620202944991225,0.011202029449912249,-469.625,33.0,0.036,0.036,0.030426489662012664,-0.005573510337987333,209.625,37.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-24.375,34.0,0.0,0.0,0.0,0.0,105.625,33.0,0.0,0.0,0.0,0.0,16.25,32.0,0.0,0.0,0.0,0.0,29.25,32.0,0.0,0.0,0.0,0.0,87.75,34.0
1780973834.3196192,sweep,0,750.75,271.375,37.0,0.13,0.13,0.13620202944991225,0.006202029449912244,-271.375,33.0,0.036,0.036,0.030426489662012664,-0.005573510337987333,212.875,37.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-24.375,34.0,0.0,0.0,0.0,0.0,107.25,33.0,0.0,0.0,0.0,0.0,13.0,32.0,0.0,0.0,0.0,0.0,30.875,32.0,0.0,0.0,0.0,0.0,91.0,34.0
1780973835.313462,sweep,0,552.5,208.0,37.0,0.135,0.135,0.13707179369802397,0.0020717936980239604,-87.75,33.0,0.036,0.036,0.030426489662012664,-0.005573510337987333,208.0,37.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-24.375,34.0,0.0,0.0,0.0,0.0,105.625,33.0,0.0,0.0,0.0,0.0,8.125,32.0,0.0,0.0,0.0,0.0,30.875,32.0,0.0,0.0,0.0,0.0,87.75,34.0
1780973836.313714,sweep,0,541.125,208.0,37.0,0.14,0.14,0.13882658121614405,-0.0011734187838559618,60.125,33.0,0.036,0.036,0.030426489662012664,-0.005573510337987333,208.0,37.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-24.375,34.0,0.0,0.0,0.0,0.0,107.25,33.0,0.0,0.0,0.0,0.0,16.25,32.0,0.0,0.0,0.0,0.0,32.5,32.0,0.0,0.0,0.0,0.0,92.625,34.0
1780973837.299239,sweep,0,521.625,178.75,37.0,0.145,0.145,0.144106202792401,-0.0008937972075989953,74.75,33.0,0.036,0.036,0.03126573586633097,-0.004734264133669029,178.75,37.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-22.75,34.0,0.0,0.0,0.0,0.0,107.25,33.0,0.0,0.0,0.0,0.0,14.625,32.0,0.0,0.0,0.0,0.0,32.5,32.0,0.0,0.0,0.0,0.0,91.0,34.0
1780973838.2972329,sweep,0,508.625,178.75,37.0,0.15,0.15,0.14850080109864958,-0.0014991989013504181,65.0,33.0,0.036,0.036,0.03126573586633097,-0.004734264133669029,178.75,37.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-24.375,34.0,0.0,0.0,0.0,0.0,100.75,33.0,0.0,0.0,0.0,0.0,16.25,32.0,0.0,0.0,0.0,0.0,30.875,32.0,0.0,0.0,0.0,0.0,92.625,34.0
1780973839.289223,sweep,0,443.625,177.125,37.0,0.155,0.155,0.15553521019302663,0.0005352101930266306,1.625,33.0,0.036,0.036,0.03126573586633097,-0.004734264133669029,177.125,37.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-24.375,34.0,0.0,0.0,0.0,0.0,107.25,33.0,0.0,0.0,0.0,0.0,14.625,32.0,0.0,0.0,0.0,0.0,27.625,32.0,0.0,0.0,0.0,0.0,91.0,34.0
1780973840.288825,sweep,0,518.375,173.875,37.0,0.16,0.16,0.1590447852292668,-0.0009552147707332093,71.5,33.0,0.036,0.036,0.03126573586633097,-0.004734264133669029,173.875,37.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-22.75,34.0,0.0,0.0,0.0,0.0,107.25,33.0,0.0,0.0,0.0,0.0,13.0,32.0,0.0,0.0,0.0,0.0,35.75,32.0,0.0,0.0,0.0,0.0,94.25,34.0
1780973841.279594,sweep,0,469.625,178.75,37.0,0.165,0.165,0.16430914778362707,-0.0006908522163729391,32.5,33.0,0.036,0.036,0.03126573586633097,-0.004734264133669029,178.75,37.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-22.75,34.0,0.0,0.0,0.0,0.0,99.125,33.0,0.0,0.0,0.0,0.0,11.375,32.0,0.0,0.0,0.0,0.0,30.875,32.0,0.0,0.0,0.0,0.0,94.25,34.0
1780973842.275381,sweep,0,523.25,178.75,37.0,0.16999999999999998,0.16999999999999998,0.16870374608987565,-0.0012962539101243342,76.375,33.0,0.036,0.036,0.03126573586633097,-0.004734264133669029,178.75,37.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-24.375,34.0,0.0,0.0,0.0,0.0,104.0,33.0,0.0,0.0,0.0,0.0,14.625,32.0,0.0,0.0,0.0,0.0,34.125,32.0,0.0,0.0,0.0,0.0,91.0,34.0
1780973843.273472,sweep,0,510.25,177.125,37.0,0.175,0.175,0.1739833676661326,-0.0010166323338673955,65.0,33.0,0.036,0.036,0.03126573586633097,-0.004734264133669029,177.125,37.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-24.375,34.0,0.0,0.0,0.0,0.0,104.0,33.0,0.0,0.0,0.0,0.0,14.625,32.0,0.0,0.0,0.0,0.0,34.125,32.0,0.0,0.0,0.0,0.0,91.0,34.0
1780973844.336543,sweep,1,780.0,380.25,37.0,0.15,0.15,0.1590447852292668,0.0090447852292668,-380.25,33.0,0.010999999999999996,0.010999999999999996,0.007598992904554818,-0.003401007095445178,125.125,37.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-24.375,34.0,0.0,0.0,0.0,0.0,104.0,33.0,0.0,0.0,0.0,0.0,11.375,32.0,0.0,0.0,0.0,0.0,39.0,32.0,0.0,0.0,0.0,0.0,95.875,34.0
1780973845.333333,sweep,1,953.875,419.25,36.75,0.15,0.15,0.1599145494773785,0.009914549477378493,-419.25,33.0,0.015999999999999997,0.015999999999999997,0.007598992904554818,-0.008401007095445178,264.875,36.75,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-26.0,34.0,0.0,0.0,0.0,0.0,108.875,33.0,0.0,0.0,0.0,0.0,13.0,32.0,0.0,0.0,0.0,0.0,29.25,32.0,0.0,0.0,0.0,0.0,92.625,34.0
1780973846.326324,sweep,1,1178.125,507.0,37.0,0.15,0.15,0.1599145494773785,0.009914549477378493,-414.375,33.0,0.020999999999999998,0.020999999999999998,0.007598992904554818,-0.013401007095445179,507.0,37.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-24.375,34.0,0.0,0.0,0.0,0.0,100.75,33.0,0.0,0.0,0.0,0.0,8.125,32.0,0.0,0.0,0.0,0.0,34.125,32.0,0.0,0.0,0.0,0.0,89.375,34.0
1780973847.324495,sweep,1,1356.875,685.75,37.0,0.15,0.15,0.1599145494773785,0.009914549477378493,-401.375,33.25,0.025999999999999995,0.025999999999999995,0.00929274433508812,-0.016707255664911873,685.75,37.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-22.75,34.0,0.0,0.0,0.0,0.0,102.375,33.0,0.0,0.0,0.0,0.0,17.875,32.0,0.0,0.0,0.0,0.0,30.875,32.0,0.0,0.0,0.0,0.0,95.875,34.0
1780973848.323241,sweep,1,1573.0,892.125,37.0,0.15,0.15,0.1599145494773785,0.009914549477378493,-409.5,34.0,0.030999999999999996,0.030999999999999996,0.010986495765621425,-0.020013504234378574,892.125,37.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-24.375,34.0,0.0,0.0,0.0,0.0,102.375,33.0,0.0,0.0,0.0,0.0,17.875,32.0,0.0,0.0,0.0,0.0,34.125,32.0,0.0,0.0,0.0,0.0,92.625,34.0
1780973849.322664,sweep,1,1772.875,1087.125,37.0,0.15,0.15,0.1599145494773785,0.009914549477378493,-416.0,34.0,0.036,0.036,0.01266498817425803,-0.023335011825741967,1087.125,37.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-24.375,34.0,0.0,0.0,0.0,0.0,104.0,33.0,0.0,0.0,0.0,0.0,9.75,32.0,0.0,0.0,0.0,0.0,42.25,32.0,0.0,0.0,0.0,0.0,89.375,34.0
1780973850.3235772,sweep,1,1784.25,1087.125,37.0,0.15,0.15,0.1599145494773785,0.009914549477378493,-416.0,34.0,0.040999999999999995,0.040999999999999995,0.017746242465857938,-0.023253757534142057,1087.125,37.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-24.375,34.0,0.0,0.0,0.0,0.0,108.875,33.0,0.0,0.0,0.0,0.0,17.875,32.0,0.0,0.0,0.0,0.0,48.75,32.0,0.0,0.0,0.0,0.0,81.25,34.0
1780973851.316512,sweep,1,1917.5,1262.625,37.75,0.15,0.15,0.1599145494773785,0.009914549477378493,-414.375,34.0,0.046,0.046,0.020279240100709545,-0.025720759899290454,1262.625,37.75,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-24.375,34.0,0.0,0.0,0.0,0.0,105.625,33.0,0.0,0.0,0.0,0.0,6.5,32.0,0.0,0.0,0.0,0.0,21.125,32.0,0.0,0.0,0.0,0.0,82.875,34.0
1780973852.313439,sweep,1,1808.625,1135.875,38.0,0.15,0.15,0.1599145494773785,0.009914549477378493,-417.625,34.0,0.051,0.051,0.02703898680094606,-0.023961013199053936,1135.875,38.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-26.0,34.0,0.0,0.0,0.0,0.0,99.125,33.0,0.0,0.0,0.0,0.0,1.625,32.0,0.0,0.0,0.0,0.0,42.25,32.0,0.0,0.0,0.0,0.0,86.125,34.0
1780973853.308358,sweep,1,2107.625,1407.25,38.0,0.15,0.15,0.1599145494773785,0.009914549477378493,-404.625,34.0,0.055999999999999994,0.055999999999999994,0.02873273823147936,-0.027267261768520634,1407.25,38.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-26.0,34.0,0.0,0.0,0.0,0.0,107.25,33.0,0.0,0.0,0.0,0.0,29.25,32.0,0.0,0.0,0.0,0.0,43.875,32.0,0.0,0.0,0.0,0.0,89.375,34.0
1780973854.309099,sweep,1,1943.5,1277.25,38.0,0.15,0.15,0.1599145494773785,0.009914549477378493,-407.875,34.0,0.061,0.061,0.035492484931715876,-0.025507515068284123,1277.25,38.0,0.073,0.073,0.07214465552758068,-0.0008553444724193199,-21.125,34.0,0.0,0.0,0.0,0.0,97.5,33.0,0.0,0.0,0.0,0.0,11.375,32.0,0.0,0.0,0.0,0.0,42.25,32.0,0.0,0.0,0.0,0.0,86.125,34.0
