step,elapsed_s,target_0_thumb_abd,pos_0_thumb_abd,curr_ma_0_thumb_abd,temp_c_0_thumb_abd,target_1_thumb_flex,pos_1_thumb_flex,curr_ma_1_thumb_flex,temp_c_1_thumb_flex,target_2_thumb_tendon,pos_2_thumb_tendon,curr_ma_2_thumb_tendon,temp_c_2_thumb_tendon,target_3_index,pos_3_index,curr_ma_3_index,temp_c_3_index,target_4_middle,pos_4_middle,curr_ma_4_middle,temp_c_4_middle,target_5_ring,pos_5_ring,curr_ma_5_ring,temp_c_5_ring,target_6_pinky,pos_6_pinky,curr_ma_6_pinky,temp_c_6_pinky
0,0.5449819999994361,0.09405355916685741,0.09401083390554665,0.0,28.0,0.08,0.06424048218509193,650.0,28.0,0.08032043945983063,0.0771801327534905,-292.5,27.0,0.08,0.075043869687953,572.0,27.0,0.08028992141603723,0.07687495231555658,403.0,27.0,0.08,0.07565423056382085,559.0,27.0,0.08,0.07962157625696192,78.0,27.0
1,0.5962749999962398,0.1740535591668574,,,,0.16,,,,0.16032043945983063,,,,0.16,,,,0.16028992141603723,,,,0.16,,,,0.16,,,
2,0.651611082997988,0.2540535591668574,,,,0.24,,,,0.24032043945983061,,,,0.24,,,,0.24028992141603722,,,,0.24,,,,0.24,,,
3,0.7048833750013728,0.3340535591668574,,,,0.32,,,,0.32032043945983063,,,,0.32,,,,0.32028992141603724,,,,0.32,,,,0.32,,,
4,0.7604737079964252,0.39661869406700134,,,,0.4,,,,0.40032043945983065,,,,0.2900000214576721,,,,0.40028992141603725,,,,0.4,,,,0.4,,,
5,0.81699941700208,0.46661868691444397,0.44727244983596554,-357.5,28.0,0.48000000000000004,0.43279163805600057,682.5,28.0,0.48032043945983066,0.44092469672693974,474.5,27.0,0.2200000286102295,0.24495307850766768,981.5,27.0,0.36000001430511475,0.366674296177615,572.0,27.0,0.48000000000000004,0.4383764400701915,-539.5,27.0,0.48000000000000004,0.44202334630350193,-689.0,27.0
6,0.8691223749992787,0.536618709564209,,,,0.56,,,,0.5299999713897705,,,,0.1825716197490692,,,,0.2900000214576721,,,,0.56,,,,0.56,,,
7,0.9237885830007144,0.6066187620162964,,,,0.5204761028289795,,,,0.4599999785423279,,,,0.25257161259651184,,,,0.22984859347343445,,,,0.64,,,,0.5157557725906372,,,
8,0.9792828749996261,0.6766188144683838,,,,0.45047610998153687,,,,0.38999998569488525,,,,0.32257160544395447,,,,0.2791261076927185,,,,0.72,,,,0.5857558250427246,,,
9,1.0347233330030576,0.7466188669204712,,,,0.3984156847000122,,,,0.42421627044677734,,,,0.3925715982913971,,,,0.23173892498016357,,,,0.714318037033081,,,,0.655755877494812,,,
