step,elapsed_s,target_0_thumb_abd,pos_0_thumb_abd,curr_ma_0_thumb_abd,temp_c_0_thumb_abd,target_1_thumb_flex,pos_1_thumb_flex,curr_ma_1_thumb_flex,temp_c_1_thumb_flex,target_2_thumb_tendon,pos_2_thumb_tendon,curr_ma_2_thumb_tendon,temp_c_2_thumb_tendon,target_3_index,pos_3_index,curr_ma_3_index,temp_c_3_index,target_4_middle,pos_4_middle,curr_ma_4_middle,temp_c_4_middle,target_5_ring,pos_5_ring,curr_ma_5_ring,temp_c_5_ring,target_6_pinky,pos_6_pinky,curr_ma_6_pinky,temp_c_6_pinky
0,0.461359583074227,0.09405355916685741,0.0579842832074464,136.5,41.0,0.08,0.03802548256656748,585.0,42.0,0.08032043945983063,0.03859006637674525,474.5,43.0,0.08,0.03660639353017472,-221.0,43.0,0.08028992141603723,0.03851377126726177,-656.5,45.0,0.08,0.03447013046463722,-195.0,45.0,0.08,0.035080491340505074,-370.5,45.0
1,0.515025292057544,0.1740535591668574,,,,0.16,,,,0.16032043945983063,,,,0.16,,,,0.000289921416037231,,,,0.16,,,,0.16,,,
2,0.5696554998867214,0.2540535591668574,,,,0.24,,,,0.24032043945983061,,,,0.18206907510757442,,,,0.042247423529624906,,,,0.24,,,,0.24,,,
3,0.6236483750399202,0.3340535591668574,,,,0.32,,,,0.32032043945983063,,,,0.26206907510757443,,,,0.02665169239044185,,,,0.32,,,,0.32,,,
4,0.6774237919598818,0.3930213969945907,,,,0.29754894971847534,,,,0.3271016123890877,,,,0.34206907510757445,,,,0.0489141747355461,,,,0.4,,,,0.4,,,
5,0.7325721669476479,0.42933486998081205,0.4130006866559853,-279.5,42.0,0.23610938847064974,0.2552681773098344,429.0,42.0,0.3849737292528152,0.3536888685435264,253.5,43.0,0.38204731047153473,0.356923781185626,312.0,43.0,0.0,0.020813305867093918,611.0,45.0,0.3258852958679199,0.3620965896086061,806.0,46.0,0.48000000000000004,0.42738994430457006,-533.0,45.0
6,0.7833643748890609,0.4072346979379654,,,,0.24709563791751862,,,,0.41813942074775695,,,,0.4195657953619957,,,,0.08,,,,0.40588529586791994,,,,0.56,,,
7,0.8343718328978866,0.4090853327512741,,,,0.3270956379175186,,,,0.4087649822235107,,,,0.4203239485621452,,,,0.010437014698982228,,,,0.48588529586791995,,,,0.64,,,
8,0.8897692079190165,0.4045424342155457,,,,0.37558470606803895,,,,0.36002367347478864,,,,0.3403239485621452,,,,0.08984837234020232,,,,0.5075971335172653,,,,0.72,,,
9,0.9453131249174476,0.42243164539337164,,,,0.3002891159057618,,,,0.29561392158269884,,,,0.2603239485621452,,,,0.10252132713794704,,,,0.42959611117839813,,,,0.7678381681442261,,,
10,1.0018177079036832,0.4531142443418503,0.43935301747158007,-234.0,41.0,0.23690053641796113,0.25781643396658277,416.0,42.0,0.37561392158269885,0.3308613717860685,143.0,43.0,0.2679347530007362,0.26509498741130694,305.5,43.0,0.07425758987665171,0.08169680323491264,331.5,45.0,0.3495961111783981,0.38956282902265965,1371.5,46.0,0.7314633369445801,0.7403830014496071,702.0,45.0
11,1.055959250079468,0.43453768849372865,,,,0.2569390749931335,,,,0.42726583540439605,,,,0.34793475300073623,,,,0.0,,,,0.42959611117839813,,,,0.8114633369445801,,,
12,1.1113007080275565,0.40938159704208377,,,,0.3098690581321717,,,,0.42026921540498735,,,,0.3993068426847458,,,,0.08,,,,0.5095961111783981,,,,0.89146333694458,,,
13,1.1666836668737233,0.4406353455781936,,,,0.3118204295635224,,,,0.4282567667961121,,,,0.4793068426847458,,,,0.16,,,,0.44146768003702164,,,,0.97146333694458,,,
14,1.219631457934156,0.4343036460876465,,,,0.3132536482810975,,,,0.44455413162708285,,,,0.5593068426847458,,,,0.24,,,,0.5214676800370216,,,,0.89146333694458,,,
15,1.27506637503393,0.4473242795467377,0.44551766231784545,0.0,42.0,0.32757066488265996,0.3034561684596017,708.5,42.0,0.44589391112327575,0.4395971618219272,-351.0,43.0,0.6016194850206376,0.5802243076218815,-26.0,43.0,0.32,0.28455024032959486,-526.5,45.0,0.4414676800370216,0.467353322652018,1137.5,46.0,0.97146333694458,0.9331807431143664,-13.0,46.0
16,1.3303293329663575,0.43070104777812956,,,,0.33934031426906586,,,,0.4459939467906952,,,,0.5216194850206376,,,,0.3675751700997353,,,,0.5214676800370216,,,,0.93863787651062,,,
17,1.3822413750458509,0.40413950026035306,,,,0.37904006719589234,,,,0.3755696254968643,,,,0.4416194850206376,,,,0.28757517009973527,,,,0.5492018461227417,,,,0.8729469299316406,,,
18,1.4376305418554693,0.41665363430976865,,,,0.2990400671958923,,,,0.2997122672200203,,,,0.36161948502063757,,,,0.20757517009973525,,,,0.4692018461227417,,,,0.7929469299316406,,,
19,1.4901383749675006,0.4532617318630219,,,,0.24797539353370665,,,,0.3797122672200203,,,,0.28161948502063755,,,,0.12757517009973524,,,,0.38920184612274167,,,,0.7738963842391968,,,
20,1.54494558298029,0.4293338435888291,0.4367284657053483,58.5,42.0,0.279750086069107,0.26204318303196766,585.0,42.0,0.4291460478305817,0.4083772030212863,487.5,43.0,0.36161948502063757,0.32091248950942247,266.5,43.0,0.047575170099735234,0.07609674219882505,1222.0,45.0,0.4692018461227417,0.4264744029907683,130.0,46.0,0.8538963842391968,0.815732051575494,-143.0,46.0
21,1.6002342079300433,0.4080330431461334,,,,0.31499321997165686,,,,0.41587586969137197,,,,0.36131252050399776,,,,0.07928653061389923,,,,0.5492018461227417,,,,0.9338963842391967,,,
22,1.6514474169816822,0.44825932264328006,,,,0.3028404009342194,,,,0.4372573295235634,,,,0.4413125205039978,,,,0.15928653061389925,,,,0.4692018461227417,,,,1.0,,,
23,1.706010750029236,0.4331137073040009,,,,0.31810345053672795,,,,0.442035403251648,,,,0.5213125205039978,,,,0.23928653061389926,,,,0.5492018461227417,,,,0.92,,,
24,1.7628162079490721,0.442295184135437,,,,0.335707888007164,,,,0.44033336997032163,,,,0.5242904335260391,,,,0.3192865306138993,,,,0.4692018461227417,,,,0.9808142900466919,,,
