step,elapsed_s,target_0_thumb_abd,pos_0_thumb_abd,curr_ma_0_thumb_abd,temp_c_0_thumb_abd,target_1_thumb_flex,pos_1_thumb_flex,curr_ma_1_thumb_flex,temp_c_1_thumb_flex,target_2_thumb_tendon,pos_2_thumb_tendon,curr_ma_2_thumb_tendon,temp_c_2_thumb_tendon,target_3_index,pos_3_index,curr_ma_3_index,temp_c_3_index,target_4_middle,pos_4_middle,curr_ma_4_middle,temp_c_4_middle,target_5_ring,pos_5_ring,curr_ma_5_ring,temp_c_5_ring,target_6_pinky,pos_6_pinky,curr_ma_6_pinky,temp_c_6_pinky
0,0.4618198750031297,0.09405355916685741,0.06852826733806364,-91.0,34.0,0.08,0.045639734493018995,578.5,34.0,0.08032043945983063,0.04931715877012283,539.5,34.0,0.08,0.04666208896009766,-331.5,45.0,0.08028992141603723,0.0481879911497673,-604.5,46.0,0.08,0.04666208896009766,-201.5,37.0,0.08,0.04544136720836194,-585.0,36.0
1,0.5172764169983566,0.1740535591668574,,,,0.16,,,,0.16032043945983063,,,,0.16,,,,0.16028992141603723,,,,0.16,,,,0.16,,,
2,0.5699052920026588,0.2540535591668574,,,,0.24,,,,0.24032043945983061,,,,0.24,,,,0.24028992141603722,,,,0.24,,,,0.24,,,
3,0.6254723329984699,0.3340535591668574,,,,0.32,,,,0.32032043945983063,,,,0.32,,,,0.32028992141603724,,,,0.32,,,,0.32,,,
4,0.6809809580008732,0.39661869406700134,,,,0.4,,,,0.40032043945983065,,,,0.2900000214576721,,,,0.40028992141603725,,,,0.4,,,,0.4,,,
5,0.7357896670000628,0.46661868691444397,0.4498970016021973,-351.0,34.0,0.48000000000000004,0.4353246356908522,786.5,34.0,0.48032043945983066,0.44596017395284965,559.0,34.0,0.2200000286102295,0.2409857328145266,1248.0,45.0,0.36000001430511475,0.366674296177615,539.5,46.0,0.48000000000000004,0.44232852674143586,-273.0,37.0,0.48000000000000004,0.4429388876173037,-331.5,36.0
6,0.7875102500038338,0.536618709564209,,,,0.56,,,,0.5299999713897705,,,,0.1825716197490692,,,,0.2900000214576721,,,,0.56,,,,0.56,,,
7,0.8430741249976563,0.6066187620162964,,,,0.5204761028289795,,,,0.4599999785423279,,,,0.25257161259651184,,,,0.22984859347343445,,,,0.64,,,,0.5157557725906372,,,
8,0.896278792002704,0.6766188144683838,,,,0.45047610998153687,,,,0.38999998569488525,,,,0.32257160544395447,,,,0.2791261076927185,,,,0.72,,,,0.5857558250427246,,,
9,0.9515156249981374,0.7466188669204712,,,,0.3984156847000122,,,,0.42421627044677734,,,,0.3925715982913971,,,,0.23173892498016357,,,,0.714318037033081,,,,0.655755877494812,,,
10,1.0046306250005728,0.8166189193725586,0.7829404135194935,-6.5,34.0,0.3653503656387329,0.3761501487754635,325.0,34.0,0.381362646818161,0.39697871366445403,-474.5,34.0,0.4625715911388397,0.4176241702906844,-234.0,44.0,0.20531755685806274,0.2144502937361715,598.0,46.0,0.6443179845809937,0.6723582818341345,1046.5,37.0,0.5857558250427246,0.613168535896849,910.0,36.0
11,1.0599410830036504,0.886618971824646,,,,0.43535035848617554,,,,0.45136263966560364,,,,0.3925715982913971,,,,0.13531756401062012,,,,0.5743179321289062,,,,0.5157557725906372,,,
12,1.1153083750032238,0.9492446184158325,,,,0.5053503513336182,,,,0.5213626623153687,,,,0.4625715911388397,,,,0.20531755685806274,,,,0.6443179845809937,,,,0.47464698553085327,,,
13,1.1706316249983502,0.8792445659637451,,,,0.5753504037857056,,,,0.591362714767456,,,,0.5325716137886047,,,,0.1623438596725464,,,,0.6053254008293152,,,,0.40464699268341064,,,
14,1.2260036669977126,0.8092445135116577,,,,0.645350456237793,,,,0.6613627672195435,,,,0.6025716662406921,,,,0.232343852519989,,,,0.6098595857620239,,,,0.4711471199989319,,,
15,1.2837954170026933,0.7392444610595703,0.7741512169069964,-19.5,34.0,0.7153505086898804,0.6677805752651255,864.5,34.0,0.6968833208084106,0.6781872281986725,-19.5,34.0,0.6725717186927795,0.6381933318074311,-214.5,44.0,0.2717747688293457,0.2544136720836194,84.5,46.0,0.5398595333099365,0.5646601052872511,949.0,37.0,0.5411471724510193,0.5018234531166552,273.0,36.0
