step,elapsed_s,target_0_thumb_abd,pos_0_thumb_abd,curr_ma_0_thumb_abd,temp_c_0_thumb_abd,target_1_thumb_flex,pos_1_thumb_flex,curr_ma_1_thumb_flex,temp_c_1_thumb_flex,target_2_thumb_tendon,pos_2_thumb_tendon,curr_ma_2_thumb_tendon,temp_c_2_thumb_tendon,target_3_index,pos_3_index,curr_ma_3_index,temp_c_3_index,target_4_middle,pos_4_middle,curr_ma_4_middle,temp_c_4_middle,target_5_ring,pos_5_ring,curr_ma_5_ring,temp_c_5_ring,target_6_pinky,pos_6_pinky,curr_ma_6_pinky,temp_c_6_pinky
0,0.4597795840818435,0.09405355916685741,0.07116807812619211,-299.0,41.0,0.08,0.048172732127870606,305.5,42.0,0.08032043945983063,0.05233844510566873,611.0,41.0,0.08,0.04971389333943694,-130.0,42.0,0.08028992141603723,0.05249103532463569,-481.0,43.0,0.08,0.05001907377737087,-156.0,43.0,0.08,0.0481879911497673,-487.5,44.0
1,0.5132835421245545,0.1740535591668574,,,,0.16,,,,0.16032043945983063,,,,0.16,,,,0.000289921416037231,,,,0.16,,,,0.16,,,
2,0.5687668339814991,0.2540535591668574,,,,0.24,,,,0.24032043945983061,,,,0.18206907510757442,,,,0.042247423529624906,,,,0.24,,,,0.24,,,
3,0.6242201670538634,0.3340535591668574,,,,0.32,,,,0.32032043945983063,,,,0.26206907510757443,,,,0.02665169239044185,,,,0.32,,,,0.32,,,
4,0.679564124904573,0.3930213969945907,,,,0.29754894971847534,,,,0.3271016123890877,,,,0.34206907510757445,,,,0.0489141747355461,,,,0.4,,,,0.4,,,
5,0.7381198341026902,0.42933486998081205,0.41651026169222555,-195.0,41.0,0.23610938847064974,0.2510414282444495,390.0,42.0,0.3849737292528152,0.3590600442511635,156.0,42.0,0.38204731047153473,0.36087586785687037,208.0,42.0,0.0,0.015838864728770885,585.0,43.0,0.3258852958679199,0.35173571374074925,897.0,43.0,0.48000000000000004,0.43776607919432364,-734.5,44.0
6,0.7926087090745568,0.4072346979379654,,,,0.24709563791751862,,,,0.41813942074775695,,,,0.4195657953619957,,,,0.08,,,,0.40588529586791994,,,,0.56,,,
7,0.8481399170123041,0.4090853327512741,,,,0.3270956379175186,,,,0.4087649822235107,,,,0.4203239485621452,,,,0.010437014698982228,,,,0.48588529586791995,,,,0.64,,,
8,0.9036021251231432,0.4045424342155457,,,,0.37558470606803895,,,,0.36002367347478864,,,,0.3403239485621452,,,,0.08984837234020232,,,,0.5075971335172653,,,,0.72,,,
9,0.9590092920698225,0.42243164539337164,,,,0.3002891159057618,,,,0.29561392158269884,,,,0.2603239485621452,,,,0.10252132713794704,,,,0.42959611117839813,,,,0.7678381681442261,,,
