step,time_s,reward,done,sim_action_0_right_index_A_tendon,sim_delta_0_right_index_A_tendon,sim_action_1_right_middle_A_tendon,sim_delta_1_right_middle_A_tendon,sim_action_2_right_ring_A_tendon,sim_delta_2_right_ring_A_tendon,sim_action_3_right_pinky_A_tendon,sim_delta_3_right_pinky_A_tendon,sim_action_4_right_thumb_A_cmc_abd,sim_delta_4_right_thumb_A_cmc_abd,sim_action_5_right_th1_A_tendon,sim_delta_5_right_th1_A_tendon,sim_action_6_right_th2_A_tendon,sim_delta_6_right_th2_A_tendon,physical_target_0_thumb_abd,physical_target_1_thumb_flex,physical_target_2_thumb_tendon,physical_target_3_index,physical_target_4_middle,physical_target_5_ring,physical_target_6_pinky
11,0.55,-0.3909797668457031,False,0.49486243724823,-0.156449556350708,0.7687121629714966,0.048626482486724854,-0.21226587891578674,0.020131796598434448,-0.7020105719566345,-0.07536989450454712,-0.3469138443470001,-0.07193097472190857,-0.13611435890197754,0.14038798213005066,0.09377247840166092,-0.014023706316947937,0.014053559166857405,0.0,0.023763559060245854,0.1237156093120575,0.19246796215891138,0.0,0.0
12,0.6000000000000001,-0.04673441872000694,False,0.4208010137081146,-0.07406142354011536,0.7422666549682617,-0.026445508003234863,0.1649334579706192,0.37719935178756714,-0.8330775499343872,-0.13106697797775269,-0.4791627526283264,-0.1322489082813263,-0.17648382484912872,-0.040369465947151184,0.01810966245830059,-0.07566281408071518,0.014053559166857405,0.0,0.0048478550744057705,0.10520025342702866,0.18585658515810266,0.0412333644926548,0.0
13,0.65,0.22213923931121826,False,0.33805331587791443,-0.0827476978302002,0.7735522389411926,0.03128558397293091,0.33868858218193054,0.17375512421131134,-0.8288730382919312,0.004204511642456055,-0.47985053062438965,-0.0006877779960632324,-0.15059900283813477,0.025884822010993958,-0.021820224821567535,-0.039929889142513275,0.014053559166857405,0.0,0.00032043945983062307,0.08451332896947861,0.1936779811513354,0.08467214554548264,0.0
14,0.7000000000000001,0.3660474717617035,False,0.028399616479873657,-0.30965369939804077,0.3229982554912567,-0.4505539834499359,-0.46236395835876465,-0.8010525703430176,-0.8753382563591003,-0.04646521806716919,-0.8741343021392822,-0.3942837715148926,-0.30001190304756165,-0.14941290020942688,0.3309914767742157,0.35281169414520264,0.014053559166857405,0.0,0.08306830865338455,0.007099904119968414,0.08103948528885141,0.0,0.0
15,0.75,-0.004874748643487692,False,-0.03539106622338295,-0.06379067897796631,0.37634479999542236,0.05334654450416565,-0.22184211015701294,0.2405218482017517,-0.792709231376648,0.08262902498245239,-0.8622470498085022,0.01188725233078003,-0.142037034034729,0.15797486901283264,0.05669773742556572,-0.2742937505245209,0.014053559166857405,0.0,0.014494873816222054,0.0,0.09437612141489282,0.0,0.0
16,0.8,0.04665301740169525,False,-0.2491959184408188,-0.21380485594272614,0.4764772653579712,0.10013246536254883,-0.10447835922241211,0.11736375093460083,-0.4410068988800049,0.35170233249664307,-0.3635397255420685,0.4987073242664337,-0.032947879284620285,0.10908915102481842,-0.22081135213375092,-0.27750909328460693,0.014053559166857405,0.0,0.00032043945983062307,0.0,0.11940923775553003,0.0,0.0
17,0.8500000000000001,0.292196661233902,False,0.23325897753238678,0.48245489597320557,0.5956531167030334,0.11917585134506226,0.29908496141433716,0.40356332063674927,-0.14290617406368256,0.29810070991516113,0.21264277398586273,0.57618248462677,-0.35063499212265015,-0.31768712401390076,0.08590735495090485,0.30671870708465576,0.06721425266332309,0.0,0.021797278197556835,0.058314744383096695,0.1492032005917956,0.07477124035358429,0.0
18,0.9,0.3583528697490692,False,0.5376405715942383,0.3043816089630127,0.6005386710166931,0.004885554313659668,0.12471704930067062,-0.17436790466308594,-0.4640994966030121,-0.3211933374404907,-0.1220586821436882,-0.33470144867897034,-0.29731014370918274,0.05332484841346741,0.13721388578414917,0.051306530833244324,0.014053559166857405,0.0,0.034623910905867916,0.13441014289855957,0.1504245891702105,0.031179262325167656,0.0
19,0.9500000000000001,-0.017623843625187874,False,0.6715636849403381,0.13392311334609985,0.7444452047348022,0.14390653371810913,-0.23066164553165436,-0.3553786873817444,-0.6194920539855957,-0.15539255738258362,-0.3025718629360199,-0.1805131733417511,-0.28200864791870117,0.015301495790481567,0.11354893445968628,-0.02366495132446289,0.014053559166857405,0.0,0.028707673074752194,0.16789092123508453,0.1864012225997378,0.0,0.0
20,1.0,0.06487380713224411,False,0.4818364679813385,-0.18972721695899963,0.6836625933647156,-0.06078261137008667,-0.30485329031944275,-0.07419164478778839,-0.6212977170944214,-0.0018056631088256836,-0.3227323889732361,-0.020160526037216187,-0.16981950402259827,0.1121891438961029,0.08533264696598053,-0.02821628749370575,0.014053559166857405,0.0,0.021653601201325756,0.12045911699533463,0.17120556975721613,0.0,0.0
21,1.05,0.11482858657836914,False,0.35955822467803955,-0.12227824330329895,0.6866261959075928,0.0029636025428771973,-0.13146859407424927,0.17338469624519348,-0.7972872257232666,-0.17598950862884521,-0.3956339657306671,-0.07290157675743103,-0.2145785540342331,-0.04475905001163483,-0.034848179668188095,-0.12018083035945892,0.014053559166857405,0.0,0.00032043945983062307,0.08988955616950989,0.17194647039293542,0.0,0.0
22,1.1,0.07090410590171814,False,0.2726314067840576,-0.08692681789398193,0.630257785320282,-0.05636841058731079,-0.11833787709474564,0.013130716979503632,-0.9222750067710876,-0.12498778104782104,-0.45121416449546814,-0.055580198764801025,-0.3756706416606903,-0.16109208762645721,0.12198711186647415,0.15683528780937195,0.014053559166857405,0.0,0.03081721742644916,0.0681578516960144,0.15785436774610773,0.0,0.0
23,1.1500000000000001,-0.03966493532061577,False,0.2151712030172348,-0.057460203766822815,0.3564521074295044,-0.2738056778907776,-0.42500028014183044,-0.3066624104976654,-0.9497643113136292,-0.027489304542541504,-0.9039608836174011,-0.452746719121933,-0.3421587347984314,0.03351190686225891,0.35567420721054077,0.23368710279464722,0.014053559166857405,0.0,0.08923899126246582,0.0537928007543087,0.08940294827341333,0.0,0.0
24,1.2000000000000002,0.25619205832481384,False,0.14280693233013153,-0.07236427068710327,0.4141281247138977,0.05767601728439331,-0.44569483399391174,-0.0206945538520813,-0.5924151539802551,0.357349157333374,-0.9024055004119873,0.0015553832054138184,-0.04258067533373833,0.29957807064056396,-0.014582574367523193,-0.37025678157806396,0.014053559166857405,0.0,0.00032043945983062307,0.03570173308253288,0.10382195259451166,0.0,0.0
25,1.25,0.015380767174065113,False,-0.2115587294101715,-0.35436564683914185,0.525600790977478,0.11147266626358032,-0.11963337659835815,0.3260614573955536,-0.4327975809574127,0.1596175730228424,-0.35410550236701965,0.54830002784729,-0.02362145483493805,0.018959220498800278,-0.2190750539302826,-0.2044924795627594,0.014053559166857405,0.0,0.00032043945983062307,0.0,0.13169011916040674,0.0,0.0
26,1.3,0.15559683740139008,False,0.273301362991333,0.4848600924015045,0.5191652178764343,-0.006435573101043701,0.24304915964603424,0.3626825213432312,-0.12633010745048523,0.3064674735069275,0.13012628257274628,0.48423177003860474,-0.33345577120780945,-0.3098343014717102,0.08322169631719589,0.3022967576980591,0.04658512981004397,0.0,0.021125863539129597,0.06832534074783325,0.1300812258851458,0.06076228991150856,0.0
27,1.35,0.021897612139582634,False,0.5209337472915649,0.24763238430023193,0.5834908485412598,0.06432563066482544,0.16426388919353485,-0.07878527045249939,-0.3971133828163147,-0.27078327536582947,-0.17211350798606873,-0.3022397756576538,-0.24856996536254883,0.08488580584526062,0.13488778471946716,0.05166608840227127,0.014053559166857405,0.0,0.034042385639697414,0.13023343682289124,0.14616263355135217,0.04106597229838371,0.0
28,1.4000000000000001,-0.33983609080314636,False,0.6476441025733948,0.12671035528182983,0.7344936728477478,0.15100282430648804,-0.24671222269535065,-0.4109761118888855,-0.6287343502044678,-0.23162096738815308,-0.3556188941001892,-0.18350538611412048,-0.2786841094493866,-0.03011414408683777,0.08926985412836075,-0.045617930591106415,0.014053559166857405,0.0,0.02263790299192081,0.1619110256433487,0.18391333962797418,0.0,0.0
29,1.4500000000000002,0.06506047397851944,False,0.5299344062805176,-0.1177096962928772,0.7330838441848755,-0.0014098286628723145,-0.3913840651512146,-0.14467184245586395,-0.7182920575141907,-0.0895577073097229,-0.3621286451816559,-0.006509751081466675,-0.19541378319263458,0.08327032625675201,0.0701766237616539,-0.019093230366706848,0.014053559166857405,0.0,0.0178645954002441,0.1324836015701294,0.1835608824622561,0.0,0.0
30,1.5,0.04214315488934517,False,0.37065404653549194,-0.15928035974502563,0.687912106513977,-0.04517173767089844,-0.09455108642578125,0.29683297872543335,-0.8594110608100891,-0.14111900329589844,-0.38619789481163025,-0.024069249629974365,-0.21995635330677032,-0.024542570114135742,-0.017255324870347977,-0.08743195235729218,0.014053559166857405,0.0,0.00032043945983062307,0.09266351163387299,0.1722679480445315,0.0,0.0
31,1.55,-0.2618342339992523,False,0.23616914451122284,-0.1344849020242691,0.560373067855835,-0.1275390386581421,-0.09408168494701385,0.000469401478767395,-0.9338507652282715,-0.07443970441818237,-0.4905163049697876,-0.10431841015815735,-0.38646841049194336,-0.16651205718517303,0.1332758516073227,0.15053117275238037,0.014053559166857405,0.0,0.0336394023616613,0.05904228612780571,0.14038318837999597,0.0,0.0
32,1.6,-0.01580587401986122,False,0.21605494618415833,-0.020114198327064514,0.42928335070610046,-0.1310897171497345,-0.4423215389251709,-0.34823983907699585,-0.9316380023956299,0.0022127628326416016,-0.8780858516693115,-0.3875695466995239,-0.22809822857379913,0.15837018191814423,0.32359805703163147,0.19032220542430878,0.014053559166857405,0.0,0.08121995371773849,0.05401373654603958,0.10761075909256235,0.0,0.0
33,1.6500000000000001,0.042164016515016556,False,0.16297119855880737,-0.05308374762535095,0.41966602206230164,-0.009617328643798828,-0.3716185390949249,0.07070299983024597,-0.6510674357414246,0.2805705666542053,-0.8685224652290344,0.0095633864402771,-0.02215397357940674,0.2059442549943924,-0.020186230540275574,-0.34378427267074585,0.014053559166857405,0.0,0.00032043945983062307,0.04074279963970184,0.10520642693161264,0.0,0.0
34,1.7000000000000002,0.13736361265182495,False,-0.22388558089733124,-0.3868567943572998,0.48885470628738403,0.0691886842250824,-0.10019316524267197,0.27142536640167236,-0.45007383823394775,0.2009935975074768,-0.32889553904533386,0.539626955986023,-0.020173149183392525,0.0019808243960142136,-0.2112628072500229,-0.19107657670974731,0.014053559166857405,0.0,0.00032043945983062307,0.0,0.12250359798788324,0.0,0.0
35,1.75,-0.1310575157403946,False,0.30192136764526367,0.5258069634437561,0.5062833428382874,0.01742863655090332,0.29166704416275024,0.3918602168560028,-0.09240269660949707,0.3576711416244507,0.21247969567775726,0.5413752198219299,-0.24589090049266815,-0.22571775317192078,0.05066399276256561,0.2619268000125885,0.06717348308629673,0.0,0.012986437650472027,0.07548034191131592,0.12686075712560907,0.07291676104068756,0.0
36,1.8,0.4165603220462799,False,0.4888051152229309,0.18688374757766724,0.6291366219520569,0.12285327911376953,0.13145068287849426,-0.16021636128425598,-0.45230773091316223,-0.35990503430366516,-0.1171501874923706,-0.32962989807128906,-0.30866456031799316,-0.06277365982532501,0.1208985447883606,0.07023455202579498,0.014053559166857405,0.0,0.030545075656920773,0.12220127880573273,0.15757407690405145,0.032862670719623566,0.0
37,1.85,0.058447785675525665,False,0.6692556738853455,0.18045055866241455,0.7465305328369141,0.11739391088485718,-0.22692987322807312,-0.3583805561065674,-0.6337124109268188,-0.18140468001365662,-0.30126047134399414,-0.18411028385162354,-0.2823330760002136,0.02633148431777954,0.09829466044902802,-0.02260388433933258,0.014053559166857405,0.0,0.024894104572087628,0.16731391847133636,0.18692255462526575,0.0,0.0
38,1.9000000000000001,0.07674366980791092,False,0.5181440114974976,-0.1511116623878479,0.7282441258430481,-0.018286406993865967,-0.3849121034145355,-0.1579822301864624,-0.7237892746925354,-0.09007686376571655,-0.3589242696762085,-0.057663798332214355,-0.18682429194450378,0.09550878405570984,0.0445813350379467,-0.053713325411081314,0.014053559166857405,0.0,0.011465773219317299,0.1295360028743744,0.18235095287679925,0.0,0.0
39,1.9500000000000002,0.39319488406181335,False,0.3522685170173645,-0.16587549448013306,0.590970516204834,-0.1372736096382141,-0.15048302710056305,0.23442907631397247,-0.8400961756706238,-0.11630690097808838,-0.4515412449836731,-0.0926169753074646,-0.16182158887386322,0.025002703070640564,-0.07249552756547928,-0.11707685887813568,0.014053559166857405,0.0,0.00032043945983062307,0.08806712925434113,0.14803255046724573,0.0,0.0
40,2.0,-0.025983724743127823,False,0.2320837378501892,-0.12018477916717529,0.5945632457733154,0.0035927295684814453,-0.1586378812789917,-0.00815485417842865,-0.9108239412307739,-0.07072776556015015,-0.42316970229148865,0.028371542692184448,-0.38359493017196655,-0.22177334129810333,0.10318025201559067,0.17567577958106995,0.014053559166857405,0.0,0.02611550246372829,0.0580209344625473,0.1489307328593661,0.0,0.0
41,2.0500000000000003,0.040332015603780746,False,0.19768588244915009,-0.034397855401039124,0.3914320766925812,-0.20313116908073425,-0.4569990634918213,-0.2983611822128296,-0.968010425567627,-0.05718648433685303,-0.8956571817398071,-0.4724874794483185,-0.2773991525173187,0.10619577765464783,0.3488793969154358,0.24569913744926453,0.014053559166857405,0.0,0.08754028868868957,0.04942147061228752,0.09814794058918253,0.0,0.0
42,2.1,0.34517762064933777,False,0.20352286100387573,0.005836978554725647,0.44000378251075745,0.04857170581817627,-0.5752248764038086,-0.1182258129119873,-0.6685360670089722,0.2994743585586548,-0.8908891677856445,0.004768013954162598,-0.03587609902024269,0.24152305722236633,-0.034252703189849854,-0.38313210010528564,0.014053559166857405,0.0,0.00032043945983062307,0.05088071525096893,0.11029086704372659,0.0,0.0
43,2.15,0.10884375870227814,False,-0.2162984311580658,-0.41982129216194153,0.5110145211219788,0.07101073861122131,-0.11324577033519745,0.46197909116744995,-0.44165563583374023,0.22688043117523193,-0.3631962537765503,0.5276929140090942,-0.043338481336832047,-0.0074623823165893555,-0.2101563811302185,-0.17590367794036865,0.014053559166857405,0.0,0.00032043945983062307,0.0,0.12804355169653192,0.0,0.0
44,2.2,0.2730717957019806,False,0.307597815990448,0.5238962173461914,0.5427051186561584,0.03169059753417969,0.25009647011756897,0.3633422255516052,-0.10313436388969421,0.338521271944046,0.10136432945728302,0.4645605683326721,-0.3637799620628357,-0.32044148445129395,0.07367167621850967,0.2838280498981476,0.03939464153117816,0.0,0.018738358514458042,0.076899453997612,0.13596620108007684,0.06252411752939224,0.0
45,2.25,0.680215060710907,False,0.604390561580658,0.29679274559020996,0.670917272567749,0.12821215391159058,0.15124575793743134,-0.09885071218013763,-0.45335009694099426,-0.35021573305130005,-0.20687313377857208,-0.3082374632358551,-0.2806083858013153,0.08317157626152039,0.14160220324993134,0.06793052703142166,0.014053559166857405,0.0,0.03572099027231346,0.1510976403951645,0.1680192395579745,0.037811439484357834,0.0
46,2.3000000000000003,1.054078459739685,False,0.632334291934967,0.027943730354309082,0.7268304824829102,0.05591320991516113,-0.2343505173921585,-0.38559627532958984,-0.6419729590415955,-0.1886228621006012,-0.35016947984695435,-0.14329634606838226,-0.289225697517395,-0.008617311716079712,0.0948338732123375,-0.04676833003759384,0.014053559166857405,0.0,0.024028907762914997,0.15808357298374176,0.18199754203676477,0.0,0.0
47,2.35,0.13287453353405,False,0.5220491886138916,-0.11028510332107544,0.7179510593414307,-0.008879423141479492,-0.375203400850296,-0.1408528834581375,-0.6949130296707153,-0.05294007062911987,-0.3335433006286621,0.016626179218292236,-0.2071155309677124,0.08211016654968262,0.07108823210000992,-0.023745641112327576,0.014053559166857405,0.0,0.018092497484833103,0.1305122971534729,0.1797776862513949,0.0,0.0
48,2.4000000000000004,0.21667014062404633,False,0.37560510635375977,-0.14644408226013184,0.6695361137390137,-0.04841494560241699,-0.11367534101009369,0.2615280747413635,-0.8737075328826904,-0.1787945032119751,-0.3640589416027069,-0.0305156409740448,-0.22460663318634033,-0.01749110221862793,-0.011987642385065556,-0.0830758735537529,0.014053559166857405,0.0,0.00032043945983062307,0.09390127658843994,0.16767394985079065,0.0,0.0
49,2.45,-0.33479633927345276,False,0.2951861619949341,-0.08041894435882568,0.5996004939079285,-0.0699356198310852,-0.16379308700561523,-0.050117745995521545,-0.8986470103263855,-0.02493947744369507,-0.5270572900772095,-0.16299834847450256,-0.4025011658668518,-0.17789453268051147,0.12143222242593765,0.13341987133026123,0.014053559166857405,0.0,0.030678495066315037,0.07379654049873352,0.15019004489301935,0.0,0.0
50,2.5,-0.014845614321529865,False,0.1906987428665161,-0.10448741912841797,0.37412646412849426,-0.2254740297794342,-0.42839330434799194,-0.2646002173423767,-0.9709759950637817,-0.07232898473739624,-0.8751395344734192,-0.3480822443962097,-0.34481334686279297,0.05768781900405884,0.34555450081825256,0.2241222858428955,0.014053559166857405,0.0,0.08670906466439376,0.04767468571662903,0.0938215374481608,0.0,0.0
51,2.5500000000000003,0.07494372129440308,False,0.1560298353433609,-0.03466890752315521,0.44411784410476685,0.06999137997627258,-0.565207302570343,-0.13681399822235107,-0.6601026058197021,0.3108733892440796,-0.8675603270530701,0.007579207420349121,-0.037288740277290344,0.3075246214866638,-0.03167606517672539,-0.37723055481910706,0.014053559166857405,0.0,0.00032043945983062307,0.039007458835840225,0.11131938244222894,0.0,0.0
52,2.6,-0.04617416858673096,False,-0.20154041051864624,-0.35757023096084595,0.524829089641571,0.0807112455368042,-0.12850423157215118,0.436703085899353,-0.44454821944236755,0.2155543863773346,-0.4195641279220581,0.44799619913101196,-0.04098997265100479,-0.003701232373714447,-0.21686193346977234,-0.18518586456775665,0.014053559166857405,0.0,0.00032043945983062307,0.0,0.13149719382643,0.0,0.0
53,2.6500000000000004,-0.03269057348370552,False,0.294455349445343,0.49599575996398926,0.5591623187065125,0.034333229064941406,0.22855594754219055,0.35706019401550293,-0.045675307512283325,0.39887291193008423,0.10098327696323395,0.5205473899841309,-0.4061860740184784,-0.3651961088180542,0.08315855264663696,0.3000204861164093,0.03929937840766589,0.0,0.021110077621489864,0.07361383736133575,0.14008050109266534,0.05713898688554764,0.0
54,2.7,0.6179069876670837,False,0.5266363620758057,0.23218101263046265,0.6607975363731384,0.10163521766662598,0.1440834403038025,-0.08447250723838806,-0.4425612986087799,-0.3968859910964966,-0.1538054645061493,-0.25478875637054443,-0.30484673380851746,0.10133934020996094,0.14605852961540222,0.06289997696876526,0.014053559166857405,0.0,0.03683507186368118,0.13165909051895142,0.16548930550932184,0.03602086007595062,0.0
55,2.75,0.7500046491622925,False,0.6592915654182434,0.13265520334243774,0.7234959602355957,0.06269842386245728,-0.22639675438404083,-0.37048017978668213,-0.6502816081047058,-0.2077203094959259,-0.2924134135246277,-0.1386079490184784,-0.29189637303352356,0.012950360774993896,0.11129130423069,-0.03476722538471222,0.014053559166857405,0.0,0.028143265517503124,0.16482289135456085,0.18116391147493616,0.0,0.0
56,2.8000000000000003,0.6325713992118835,False,0.5369858741760254,-0.12230569124221802,0.7320674061775208,0.008571445941925049,-0.39717790484428406,-0.17078115046024323,-0.7174444794654846,-0.06716287136077881,-0.368452787399292,-0.0760393738746643,-0.199016734957695,0.09287963807582855,0.06480751931667328,-0.046483784914016724,0.014053559166857405,0.0,0.016522319288998943,0.13424646854400635,0.18330677296041742,0.0,0.0
57,2.85,-0.013817193917930126,False,0.3680143356323242,-0.16897153854370117,0.6776668429374695,-0.05440056324005127,-0.12146979570388794,0.2757081091403961,-0.8511833548545837,-0.13373887538909912,-0.40763095021247864,-0.039178162813186646,-0.18747517466545105,0.011541560292243958,-0.02279003895819187,-0.08759755641222,0.014053559166857405,0.0,0.00032043945983062307,0.09200358390808105,0.1697066321504046,0.0,0.0
58,2.9000000000000004,-0.20373807847499847,False,0.24274152517318726,-0.12527281045913696,0.5781737565994263,-0.09949308633804321,-0.124386265873909,-0.002916470170021057,-0.9472662210464478,-0.09608286619186401,-0.4616588056087494,-0.05402785539627075,-0.3832186758518219,-0.19574350118637085,0.15192703902721405,0.17471708357334137,0.014053559166857405,0.0,0.038302199216634136,0.060685381293296814,0.1448333605658938,0.0,0.0
59,2.95,-0.04848308488726616,False,0.19494283199310303,-0.04779869318008423,0.3677064776420593,-0.21046727895736694,-0.4376234710216522,-0.31323719024658203,-0.9818136692047119,-0.03454744815826416,-0.8995873332023621,-0.43792852759361267,-0.29779741168022156,0.08542126417160034,0.3746526837348938,0.22272564470767975,0.014053559166857405,0.0,0.09398361039355407,0.04873570799827576,0.09221654082655206,0.0,0.0
60,3.0,-0.1313547044992447,False,0.1490456461906433,-0.04589718580245972,0.4877309501171112,0.12002447247505188,-0.3452247679233551,0.09239870309829712,-0.7154920101165771,0.26632165908813477,-0.9126664400100708,-0.01307910680770874,-0.008598129265010357,0.2891992926597595,-0.011033781804144382,-0.385686457157135,0.014053559166857405,0.0,0.00032043945983062307,0.03726141154766083,0.12222265894531503,0.0,0.0
61,3.0500000000000003,-0.028728438541293144,False,-0.21574801206588745,-0.36479365825653076,0.4926903247833252,0.004959374666213989,-0.12854574620723724,0.21667902171611786,-0.45322883129119873,0.2622631788253784,-0.4014703333377838,0.5111961364746094,-0.03730665519833565,-0.028708525002002716,-0.2039136439561844,-0.19287985563278198,0.014053559166857405,0.0,0.00032043945983062307,0.0,0.12346250261186853,0.0,0.0
62,3.1,-0.04506131634116173,False,0.28992247581481934,0.5056704878807068,0.5751707553863525,0.08248043060302734,0.2656082212924957,0.3941539525985718,-0.11421431601047516,0.33901453018188477,0.1790432631969452,0.580513596534729,-0.33887138962745667,-0.3015647232532501,0.096961110830307,0.3008747696876526,0.0588143749660937,0.0,0.024560717167407375,0.07248061895370483,0.14408261026262537,0.06640205532312393,0.0
63,3.1500000000000004,-0.018800370395183563,False,0.5888676643371582,0.29894518852233887,0.672698974609375,0.09752821922302246,0.11904729902744293,-0.1465609222650528,-0.4386826455593109,-0.32446831464767456,-0.17317776381969452,-0.3522210121154785,-0.28154200315475464,0.057329386472702026,0.1385248601436615,0.04156374931335449,0.014053559166857405,0.0,0.034951654495746,0.14721691608428955,0.16846466506838098,0.029761824756860733,0.0
64,3.2,-0.097113698720932,False,0.6615746021270752,0.07270693778991699,0.7270402312278748,0.054341256618499756,-0.2374936044216156,-0.3565409183502197,-0.6432193517684937,-0.20453670620918274,-0.3349965512752533,-0.16181878745555878,-0.2773757874965668,0.004166215658187866,0.11123862117528915,-0.027286238968372345,0.014053559166857405,0.0,0.028130094753652912,0.1653936505317688,0.18204997922300592,0.0,0.0
65,3.25,-0.13016359508037567,False,0.5392255187034607,-0.1223490834236145,0.7359693646430969,0.008929133415222168,-0.3931882977485657,-0.15569469332695007,-0.7257526516914368,-0.08253329992294312,-0.3453686833381653,-0.010372132062911987,-0.2138540893793106,0.06352169811725616,0.0688958689570427,-0.04234275221824646,0.014053559166857405,0.0,0.017544406699091297,0.13480637967586517,0.18428226257681146,0.0,0.0
